TradeNum,DateTime,Type,Entry,SL,TP,Result,Profit,BaseScore,FinalScore,ADX,EMA200_Aligned,GoldenHour,Month
230,2024.01.11 05:30,BUY,2032.89,2030.90,2035.88,LOSS,-1.99,11,14,51.4,YES,NO,2024-01
231,2024.01.11 06:00,BUY,2034.43,2032.29,2037.63,LOSS,-2.14,11,14,55.6,YES,NO,2024-01
232,2024.01.11 06:15,BUY,2034.00,2031.77,2037.35,LOSS,-2.23,11,14,57.4,YES,NO,2024-01
233,2024.01.11 07:00,BUY,2034.99,2032.87,2038.16,LOSS,-2.12,11,14,57.5,YES,NO,2024-01
234,2024.01.11 07:15,BUY,2034.72,2032.54,2038.00,LOSS,-2.18,11,14,58.4,YES,NO,2024-01
235,2024.01.11 08:15,BUY,2032.13,2029.59,2035.94,WIN,3.81,12,15,43.8,YES,NO,2024-01
236,2024.01.11 09:00,BUY,2030.77,2028.03,2034.87,WIN,4.10,10,13,35.5,YES,NO,2024-01
237,2024.01.11 09:30,BUY,2031.23,2028.67,2035.08,WIN,3.85,10,13,35.1,YES,NO,2024-01
238,2024.01.11 10:15,BUY,2031.59,2029.09,2035.35,WIN,3.76,10,13,33.5,YES,NO,2024-01
239,2024.01.11 10:45,BUY,2032.30,2029.92,2035.87,WIN,3.57,12,15,26.7,YES,NO,2024-01
240,2024.01.11 11:00,BUY,2033.76,2031.41,2037.29,WIN,3.53,12,14,24.1,YES,NO,2024-01
241,2024.01.11 11:15,BUY,2033.63,2031.23,2037.23,WIN,3.60,12,15,25.0,YES,NO,2024-01
242,2024.01.11 11:45,BUY,2033.23,2031.08,2036.45,WIN,3.22,12,15,28.2,YES,NO,2024-01
243,2024.01.11 12:15,BUY,2033.51,2031.47,2036.58,WIN,3.07,12,16,26.9,YES,YES,2024-01
244,2024.01.11 13:00,BUY,2037.20,2035.11,2040.33,LOSS,-2.09,12,15,23.9,YES,YES,2024-01
245,2024.01.11 13:15,BUY,2030.66,2028.04,2034.58,LOSS,-2.62,12,16,25.4,YES,YES,2024-01
246,2024.01.11 14:00,BUY,2029.38,2023.84,2037.70,LOSS,-5.54,10,10,20.6,NO,YES,2024-01
247,2024.01.11 14:30,BUY,2029.60,2022.98,2039.52,LOSS,-6.62,10,10,20.7,NO,YES,2024-01
248,2024.01.11 14:45,BUY,2025.75,2018.83,2036.13,LOSS,-6.92,10,10,20.3,NO,YES,2024-01
249,2024.01.11 15:30,BUY,2028.95,2021.07,2040.77,LOSS,-7.88,10,9,17.9,YES,NO,2024-01
250,2024.01.11 16:45,BUY,2016.38,2006.81,2030.74,WIN,14.36,10,9,23.5,NO,NO,2024-01
251,2024.01.11 18:00,BUY,2015.02,2008.62,2024.62,WIN,9.60,9,9,30.8,NO,NO,2024-01
252,2024.01.11 18:45,BUY,2020.88,2015.41,2029.09,WIN,8.21,9,9,31.1,NO,NO,2024-01
253,2024.01.11 19:00,BUY,2024.37,2018.80,2032.72,WIN,8.35,9,9,28.8,NO,NO,2024-01
254,2024.01.11 19:15,BUY,2024.36,2018.54,2033.10,WIN,8.74,11,11,28.9,NO,NO,2024-01
255,2024.01.11 19:45,BUY,2025.21,2020.47,2032.32,WIN,7.11,11,11,31.3,NO,NO,2024-01
256,2024.01.11 20:30,BUY,2027.40,2023.32,2033.52,WIN,6.12,11,11,32.4,NO,NO,2024-01
257,2024.01.11 20:45,BUY,2028.49,2024.40,2034.62,WIN,6.13,11,11,34.6,NO,NO,2024-01
258,2024.01.11 21:00,BUY,2028.34,2024.35,2034.32,WIN,5.98,11,11,36.9,NO,NO,2024-01
259,2024.01.11 21:45,BUY,2034.07,2030.43,2039.53,LOSS,-3.64,11,11,39.1,NO,NO,2024-01
260,2024.01.11 23:00,BUY,2032.92,2028.67,2039.30,WIN,6.38,11,14,39.7,YES,NO,2024-01
261,2024.01.11 23:30,BUY,2035.13,2031.13,2041.12,LOSS,-4.00,11,14,40.8,YES,NO,2024-01
262,2024.01.11 23:45,BUY,2032.07,2028.50,2037.42,WIN,5.35,11,14,41.9,YES,NO,2024-01
263,2024.01.12 00:45,BUY,2032.10,2028.77,2037.10,WIN,5.00,11,14,31.1,YES,NO,2024-01
264,2024.01.12 01:00,BUY,2032.70,2029.32,2037.77,WIN,5.07,11,14,28.2,YES,NO,2024-01
265,2024.01.12 01:15,BUY,2033.39,2030.06,2038.38,WIN,4.99,11,13,24.9,YES,NO,2024-01
266,2024.01.12 01:30,BUY,2033.81,2030.41,2038.91,WIN,5.10,11,13,24.0,YES,NO,2024-01
267,2024.01.12 01:45,BUY,2033.56,2030.12,2038.71,WIN,5.15,11,14,25.0,YES,NO,2024-01
268,2024.01.12 02:15,BUY,2034.30,2030.72,2039.66,WIN,5.36,11,14,28.2,YES,NO,2024-01
269,2024.01.12 03:00,BUY,2034.74,2031.99,2038.86,WIN,4.12,11,14,33.3,YES,NO,2024-01
270,2024.01.12 04:30,BUY,2034.58,2032.44,2037.79,WIN,3.21,11,14,27.0,YES,NO,2024-01
271,2024.01.12 04:45,BUY,2034.54,2032.49,2037.62,WIN,3.08,11,13,24.2,YES,NO,2024-01
272,2024.01.12 05:45,BUY,2036.29,2034.40,2039.13,LOSS,-1.89,11,13,18.6,YES,NO,2024-01
273,2024.01.12 06:00,BUY,2035.83,2034.00,2038.57,WIN,2.74,11,13,18.7,YES,NO,2024-01
274,2024.01.12 06:45,BUY,2035.16,2033.32,2037.92,WIN,2.76,11,10,17.4,YES,NO,2024-01
275,2024.01.12 07:00,BUY,2037.86,2035.94,2040.74,LOSS,-1.92,11,13,19.0,YES,NO,2024-01
276,2024.01.12 07:15,BUY,2036.43,2034.22,2039.75,WIN,3.32,11,10,17.1,YES,NO,2024-01
277,2024.01.12 07:45,BUY,2038.63,2036.04,2042.51,WIN,3.88,12,11,15.4,YES,NO,2024-01
278,2024.01.12 08:00,BUY,2038.54,2035.89,2042.52,WIN,3.98,12,11,16.4,YES,NO,2024-01
279,2024.01.12 08:45,BUY,2039.25,2036.30,2043.68,WIN,4.43,12,11,15.1,YES,NO,2024-01
280,2024.01.12 09:00,BUY,2039.92,2036.90,2044.45,WIN,4.53,12,11,15.5,YES,NO,2024-01
