Timestamp,Date,Time,Hour,DayOfWeek,Close,Open,High,Low,Fibo_OK,Fibo_Score,Fibo_Level,MBB_OK,MBB_Score,MBB_BuyArrow,MBB_SellArrow,MBB_SRSI,Silva_OK,Silva_Score,Silva_BuyArrow,Silva_SellArrow,Silva_Middle,H1_OK,H1_Score,PZ_OK,PZ_Score,Candle_OK,Candle_Score,Total_Score,Direction,Setup_Valid,Rejection_Reason,Entry,SL,TP1,TP2,TP3,Trade_Executed,Result,Profit_Pips,Profit_Percent,Bars_In_Trade,Max_Drawdown_Pips,Max_Profit_Pips
1767975300,2026.01.09,16:15,16,5,4493.69,4489.30,4495.88,4483.68,YES,3.0,1.618,YES,3.0,YES,YES,65.4,NO,0.0,NO,NO,4469.07,YES,1.5,NO,0.0,YES,1.0,8.5,BUY,YES,SETUP VALIDO,4493.69,4482.68,4515.71,4532.22,4548.74,YES,OPEN,0.0,0.00,0,0.0,0.0
1767974400,2026.01.09,16:00,16,5,4489.41,4482.91,4496.49,4480.62,YES,3.0,1.618,YES,3.0,YES,YES,64.0,NO,0.0,NO,NO,4468.93,YES,1.5,NO,0.0,YES,1.0,8.5,BUY,YES,SETUP VALIDO,4489.41,4479.62,4508.99,4523.67,4538.36,YES,SL,-97.9,-0.22,3,105.2,70.8
1767973500,2026.01.09,15:45,15,5,4482.81,4487.09,4488.79,4478.89,YES,3.0,1.618,YES,3.0,YES,YES,64.0,NO,0.0,NO,NO,4468.77,YES,1.5,NO,0.0,NO,0.0,7.5,BUY,YES,SETUP VALIDO,4482.81,4482.81,4492.65,4500.03,4507.41,YES,SL,0.0,0.00,2,39.2,136.8
1767972600,2026.01.09,15:30,15,5,4487.12,4472.85,4491.91,4458.12,YES,3.0,1.618,YES,3.0,YES,YES,64.0,NO,0.0,NO,NO,4468.60,YES,1.5,NO,0.0,YES,1.0,8.5,BUY,YES,SETUP VALIDO,4487.12,4457.12,4547.12,4592.12,4637.12,YES,SL,-300.0,-0.67,50,310.6,47.9
1767971700,2026.01.09,15:15,15,5,4472.89,4467.65,4474.55,4462.08,YES,3.0,1.618,YES,3.0,YES,YES,49.7,NO,0.0,NO,NO,4468.43,YES,1.5,NO,0.0,YES,1.0,8.5,BUY,YES,SETUP VALIDO,4472.89,4461.08,4496.51,4514.23,4531.94,YES,SL,-118.1,-0.26,1,147.7,190.2
1767970800,2026.01.09,15:00,15,5,4467.63,4465.92,4473.87,4463.67,YES,3.0,1.618,YES,3.0,YES,YES,47.8,NO,0.0,NO,NO,4468.26,YES,1.5,NO,0.0,YES,1.0,8.5,BUY,YES,SETUP VALIDO,4467.63,4462.67,4477.55,4484.99,4492.43,YES,SL,-49.6,-0.11,1,55.5,69.2
1767969900,2026.01.09,14:45,14,5,4465.93,4465.97,4468.33,4463.68,YES,3.0,1.618,YES,3.0,YES,YES,47.8,NO,0.0,NO,NO,4468.09,YES,1.5,NO,0.0,NO,0.0,7.5,BUY,YES,SETUP VALIDO,4465.93,4465.93,4472.43,4477.31,4482.18,YES,SL,0.0,0.00,2,22.6,79.4
1767969000,2026.01.09,14:30,14,5,4465.98,4467.63,4468.84,4460.86,YES,3.0,1.618,YES,3.0,YES,YES,47.9,NO,0.0,NO,NO,4467.92,YES,1.5,NO,0.0,NO,0.0,7.5,BUY,YES,SETUP VALIDO,4465.98,4465.98,4478.22,4487.40,4496.58,YES,SL,0.0,0.00,17,51.2,144.6
1767968100,2026.01.09,14:15,14,5,4467.64,4474.05,4474.87,4467.01,YES,3.0,1.618,YES,3.0,YES,YES,50.2,NO,0.0,NO,NO,4467.74,YES,1.5,NO,0.0,NO,0.0,7.5,BUY,YES,SETUP VALIDO,4467.64,4466.01,4470.90,4473.35,4475.79,YES,SL,-16.3,-0.04,1,67.8,12.0
1767967200,2026.01.09,14:00,14,5,4474.12,4475.40,4480.44,4472.16,YES,3.0,1.618,YES,3.0,YES,YES,53.7,NO,0.0,NO,NO,4467.57,YES,1.5,NO,0.0,NO,0.0,7.5,BUY,YES,SETUP VALIDO,4474.12,4471.16,4480.04,4484.48,4488.92,YES,SL,-29.6,-0.07,1,71.1,7.5
1767966300,2026.01.09,13:45,13,5,4475.41,4470.59,4476.28,4468.84,YES,3.0,1.618,YES,3.0,YES,YES,53.7,NO,0.0,NO,NO,4467.39,YES,1.5,NO,0.0,YES,1.0,8.5,BUY,YES,SETUP VALIDO,4475.41,4467.84,4490.55,4501.90,4513.26,YES,SL,-75.7,-0.17,6,82.1,50.3
1767965400,2026.01.09,13:30,13,5,4470.62,4470.77,4471.98,4469.15,YES,3.0,1.618,YES,3.0,YES,YES,53.3,NO,0.0,NO,NO,4467.21,YES,1.5,NO,0.0,NO,0.0,7.5,BUY,YES,SETUP VALIDO,4470.62,4470.62,4475.56,4479.27,4482.97,YES,SL,0.0,0.00,2,17.8,56.6
1767964500,2026.01.09,13:15,13,5,4470.76,4472.23,4473.08,4470.47,YES,3.0,1.618,YES,3.0,YES,YES,53.3,NO,0.0,NO,NO,4467.03,YES,1.5,NO,0.0,NO,0.0,7.5,BUY,YES,SETUP VALIDO,4470.76,4469.47,4473.34,4475.27,4477.21,YES,SL,-12.9,-0.03,1,16.1,12.2
1767963600,2026.01.09,13:00,13,5,4472.15,4472.66,4474.67,4469.91,YES,3.0,1.618,YES,3.0,YES,YES,53.3,NO,0.0,NO,NO,4466.84,YES,1.5,NO,0.0,NO,0.0,7.5,BUY,YES,SETUP VALIDO,4472.15,4468.91,4478.63,4483.49,4488.35,YES,SL,-32.4,-0.07,3,49.5,25.2
1767962700,2026.01.09,12:45,12,5,4472.68,4469.13,4472.74,4467.20,YES,3.0,1.618,YES,3.0,YES,YES,53.3,NO,0.0,NO,NO,4466.65,YES,1.5,NO,0.0,YES,1.0,8.5,BUY,YES,SETUP VALIDO,4472.68,4466.20,4485.64,4495.36,4505.08,YES,SL,-64.8,-0.14,10,88.4,49.7
1767961800,2026.01.09,12:30,12,5,4469.16,4469.18,4472.43,4468.15,YES,3.0,1.618,YES,3.0,YES,YES,53.3,NO,0.0,NO,NO,4466.46,YES,1.5,NO,0.0,NO,0.0,7.5,BUY,YES,SETUP VALIDO,4469.16,4469.16,4473.18,4476.20,4479.21,YES,SL,0.0,0.00,8,19.6,84.9
1767960900,2026.01.09,12:15,12,5,4469.19,4471.93,4473.87,4468.95,YES,3.0,1.618,YES,3.0,YES,YES,53.3,NO,0.0,NO,NO,4466.27,YES,1.5,NO,0.0,NO,0.0,7.5,BUY,YES,SETUP VALIDO,4469.19,4469.19,4471.67,4473.53,4475.39,YES,SL,0.0,0.00,2,10.4,46.8
1767960000,2026.01.09,12:00,12,5,4471.94,4471.11,4474.13,4469.80,YES,3.0,1.618,YES,3.0,YES,YES,53.3,NO,0.0,NO,NO,4466.08,YES,1.5,NO,0.0,YES,1.0,8.5,BUY,YES,SETUP VALIDO,4471.94,4468.80,4478.22,4482.93,4487.64,YES,SL,-31.4,-0.07,6,36.5,57.1
1767959100,2026.01.09,11:45,11,5,4471.11,4471.73,4474.43,4470.56,YES,3.0,1.618,YES,3.0,YES,YES,53.3,NO,0.0,NO,NO,4465.88,YES,1.5,NO,0.0,NO,0.0,7.5,BUY,YES,SETUP VALIDO,4471.11,4471.11,4474.21,4476.53,4478.86,YES,SL,0.0,0.00,5,28.2,65.4
1767958200,2026.01.09,11:30,11,5,4471.83,4473.99,4475.19,4471.53,YES,3.0,1.618,YES,3.0,YES,YES,53.3,NO,0.0,NO,NO,4465.68,YES,1.5,NO,0.0,NO,0.0,7.5,BUY,YES,SETUP VALIDO,4471.83,4471.83,4474.43,4476.38,4478.33,YES,SL,0.0,0.00,2,12.7,33.6
1767957300,2026.01.09,11:15,11,5,4473.83,4474.81,4477.65,4473.18,YES,3.0,1.618,YES,3.0,YES,YES,53.3,NO,0.0,NO,NO,4465.48,YES,1.5,NO,0.0,NO,0.0,7.5,BUY,YES,SETUP VALIDO,4473.83,4472.18,4477.13,4479.60,4482.08,YES,SL,-16.5,-0.04,1,23.0,13.6
1767956400,2026.01.09,11:00,11,5,4474.83,4468.41,4474.83,4468.29,YES,3.0,1.618,YES,3.0,YES,YES,53.3,NO,0.0,NO,NO,4465.28,YES,1.5,NO,0.0,YES,1.0,8.5,BUY,YES,SETUP VALIDO,4474.83,4467.29,4489.91,4501.22,4512.53,YES,SL,-75.4,-0.17,3,109.9,28.2
1767955500,2026.01.09,10:45,10,5,4468.44,4466.80,4468.53,4463.84,YES,3.0,1.618,YES,3.0,YES,YES,52.1,NO,0.0,NO,NO,4465.08,YES,1.5,NO,0.0,YES,1.0,8.5,BUY,YES,SETUP VALIDO,4468.44,4462.84,4479.64,4488.04,4496.44,YES,SL,-56.0,-0.13,16,102.4,89.6
1767954600,2026.01.09,10:30,10,5,4466.88,4473.21,4473.83,4465.39,YES,3.0,1.618,YES,3.0,YES,YES,52.1,NO,0.0,NO,NO,4464.87,YES,1.5,NO,0.0,NO,0.0,7.5,BUY,YES,SETUP VALIDO,4466.88,4464.39,4471.86,4475.59,4479.33,YES,SL,-24.9,-0.06,1,30.4,16.5
1767953700,2026.01.09,10:15,10,5,4473.23,4474.46,4475.37,4472.43,YES,3.0,1.618,YES,3.0,YES,YES,59.0,NO,0.0,NO,NO,4464.66,YES,1.5,NO,0.0,NO,0.0,7.5,BUY,YES,SETUP VALIDO,4473.23,4471.43,4476.83,4479.53,4482.23,YES,SL,-18.0,-0.04,1,78.4,6.0
1767952800,2026.01.09,10:00,10,5,4474.45,4470.17,4476.82,4466.32,YES,3.0,1.618,YES,3.0,YES,YES,59.0,NO,0.0,NO,NO,4464.45,YES,1.5,NO,0.0,YES,1.0,8.5,BUY,YES,SETUP VALIDO,4474.45,4465.32,4492.71,4506.41,4520.10,YES,SL,-91.3,-0.20,12,99.2,29.5
1767951900,2026.01.09,09:45,9,5,4470.18,4471.64,4473.58,4469.53,YES,3.0,1.618,YES,3.0,YES,YES,59.0,NO,0.0,NO,NO,4464.24,YES,1.5,NO,0.0,NO,0.0,7.5,BUY,YES,SETUP VALIDO,4470.18,4468.53,4473.48,4475.96,4478.43,YES,SL,-16.5,-0.04,1,38.6,66.4
1767951000,2026.01.09,09:30,9,5,4471.60,4470.26,4472.94,4468.41,YES,3.0,1.618,YES,3.0,YES,YES,59.5,NO,0.0,NO,NO,4464.02,YES,1.5,NO,0.0,YES,1.0,8.5,BUY,YES,SETUP VALIDO,4471.60,4467.41,4479.98,4486.27,4492.55,YES,SL,-41.9,-0.09,7,55.1,58.0
1767950100,2026.01.09,09:15,9,5,4470.28,4471.41,4473.11,4468.64,YES,3.0,1.618,YES,3.0,YES,YES,59.5,NO,0.0,NO,NO,4463.80,YES,1.5,NO,0.0,NO,0.0,7.5,BUY,YES,SETUP VALIDO,4470.28,4470.28,4475.56,4479.52,4483.48,YES,SL,0.0,0.00,6,41.9,71.2
1767949200,2026.01.09,09:00,9,5,4471.40,4474.07,4475.55,4470.70,YES,3.0,1.618,YES,3.0,YES,YES,59.5,NO,0.0,NO,NO,4463.58,YES,1.5,NO,0.0,NO,0.0,7.5,BUY,YES,SETUP VALIDO,4471.40,4469.70,4474.80,4477.35,4479.90,YES,SL,-17.0,-0.04,1,27.6,17.1
1767948300,2026.01.09,08:45,8,5,4474.07,4475.13,4477.40,4472.76,YES,3.0,1.618,YES,3.0,YES,YES,59.5,NO,0.0,NO,NO,4463.35,YES,1.5,NO,0.0,NO,0.0,7.5,BUY,YES,SETUP VALIDO,4474.07,4471.76,4478.69,4482.15,4485.62,YES,SL,-23.1,-0.05,1,33.7,14.8
1767947400,2026.01.09,08:30,8,5,4475.09,4473.39,4475.77,4472.96,YES,3.0,1.618,YES,3.0,YES,YES,59.5,NO,0.0,NO,NO,4463.13,YES,1.5,NO,0.0,YES,1.0,8.5,BUY,YES,SETUP VALIDO,4475.09,4471.96,4481.35,4486.05,4490.74,YES,SL,-31.3,-0.07,3,90.0,23.1
1767946500,2026.01.09,08:15,8,5,4473.38,4467.38,4473.42,4466.09,YES,3.0,1.618,YES,3.0,YES,YES,57.5,NO,0.0,NO,NO,4462.90,YES,1.5,NO,0.0,YES,1.0,8.5,BUY,YES,SETUP VALIDO,4473.38,4465.09,4489.96,4502.40,4514.83,YES,SL,-82.9,-0.19,5,88.5,23.9
1767945600,2026.01.09,08:00,8,5,4467.39,4468.65,4471.01,4466.01,YES,3.0,1.618,YES,3.0,YES,YES,51.3,NO,0.0,NO,NO,4462.67,YES,1.5,NO,0.0,NO,0.0,7.5,BUY,YES,SETUP VALIDO,4467.39,4467.39,4472.15,4475.72,4479.29,YES,SL,0.0,0.00,2,13.8,60.3
1767944700,2026.01.09,07:45,7,5,4468.18,4467.65,4469.28,4465.46,YES,3.0,1.618,YES,3.0,YES,YES,51.3,NO,0.0,NO,NO,4462.43,YES,1.5,NO,0.0,YES,1.0,8.5,BUY,YES,SETUP VALIDO,4468.18,4464.46,4475.62,4481.20,4486.78,YES,SL,-37.2,-0.08,4,99.8,36.5
1767943800,2026.01.09,07:30,7,5,4467.40,4464.86,4471.83,4464.53,YES,3.0,1.618,YES,3.0,YES,YES,51.3,NO,0.0,NO,NO,4462.20,YES,1.5,NO,0.0,YES,1.0,8.5,BUY,YES,SETUP VALIDO,4467.40,4463.53,4475.14,4480.94,4486.75,YES,SL,-38.7,-0.09,3,92.0,44.3
1767942900,2026.01.09,07:15,7,5,4464.67,4463.03,4465.08,4458.20,YES,3.0,1.618,YES,3.0,YES,YES,51.3,NO,0.0,NO,NO,4461.97,YES,1.5,NO,0.0,YES,1.0,8.5,BUY,YES,SETUP VALIDO,4464.67,4457.20,4479.61,4490.82,4502.02,YES,SL,-74.7,-0.17,17,86.1,117.9
1767942000,2026.01.09,07:00,7,5,4463.03,4464.70,4466.85,4461.57,YES,3.0,1.618,YES,3.0,YES,YES,51.3,NO,0.0,NO,NO,4461.74,YES,1.5,YES,1.0,NO,0.0,8.5,BUY,YES,SETUP VALIDO,4463.03,4460.57,4467.95,4471.64,4475.33,YES,SL,-24.6,-0.06,1,48.3,20.5
1767941100,2026.01.09,06:45,6,5,4464.81,4463.30,4467.00,4461.83,YES,3.0,1.618,YES,3.0,YES,YES,51.3,NO,0.0,NO,NO,4461.51,YES,1.5,NO,0.0,YES,1.0,8.5,BUY,YES,SETUP VALIDO,4464.81,4460.83,4472.77,4478.74,4484.71,YES,SL,-39.8,-0.09,4,40.8,21.9
1767940200,2026.01.09,06:30,6,5,4463.27,4462.86,4464.83,4461.46,YES,3.0,1.618,YES,3.0,YES,YES,51.3,NO,0.0,NO,NO,4461.28,YES,1.5,YES,1.0,YES,1.0,9.5,BUY,YES,SETUP VALIDO,4463.27,4460.46,4468.89,4473.11,4477.32,YES,SL,-28.1,-0.06,6,28.8,37.3
1767939300,2026.01.09,06:15,6,5,4462.88,4462.65,4463.98,4460.73,YES,3.0,1.618,YES,3.0,YES,YES,51.3,NO,0.0,NO,NO,4461.05,YES,1.5,YES,1.0,YES,1.0,9.5,BUY,YES,SETUP VALIDO,4462.88,4462.88,4469.18,4473.91,4478.63,YES,SL,0.0,0.00,12,24.9,135.8
1767938400,2026.01.09,06:00,6,5,4462.66,4464.11,4465.65,4462.28,YES,3.0,1.618,YES,3.0,YES,YES,51.3,NO,0.0,NO,NO,4460.83,YES,1.5,YES,1.0,NO,0.0,8.5,BUY,YES,SETUP VALIDO,4462.66,4461.28,4465.42,4467.49,4469.56,YES,SL,-13.8,-0.03,1,19.3,13.2
1767937500,2026.01.09,05:45,5,5,4464.12,4464.01,4465.91,4463.65,YES,3.0,1.618,YES,3.0,YES,YES,52.2,NO,0.0,NO,NO,4460.60,YES,1.5,YES,1.0,YES,1.0,9.5,BUY,YES,SETUP VALIDO,4464.12,4462.65,4467.06,4469.27,4471.47,YES,SL,-14.7,-0.03,1,18.4,15.3
1767936600,2026.01.09,05:30,5,5,4463.96,4463.38,4465.57,4460.39,YES,3.0,1.618,YES,3.0,YES,YES,52.2,NO,0.0,NO,NO,4460.37,YES,1.5,YES,1.0,YES,1.0,9.5,BUY,YES,SETUP VALIDO,4463.96,4463.96,4473.10,4479.95,4486.81,YES,SL,0.0,0.00,9,35.7,125.0
1767935700,2026.01.09,05:15,5,5,4463.37,4464.28,4466.48,4460.85,YES,3.0,1.618,YES,3.0,YES,YES,52.2,NO,0.0,NO,NO,4460.15,YES,1.5,YES,1.0,NO,0.0,8.5,BUY,YES,SETUP VALIDO,4463.37,4463.37,4470.41,4475.69,4480.97,YES,SL,0.0,0.00,8,29.8,130.9
1767934800,2026.01.09,05:00,5,5,4464.23,4469.42,4470.05,4462.13,YES,3.0,1.618,YES,3.0,YES,YES,53.2,NO,0.0,NO,NO,4459.93,YES,1.5,NO,0.0,NO,0.0,7.5,BUY,YES,SETUP VALIDO,4464.23,4461.13,4470.43,4475.08,4479.73,YES,SL,-31.0,-0.07,1,33.8,22.5
1767933900,2026.01.09,04:45,4,5,4469.42,4473.28,4473.75,4465.75,YES,3.0,1.618,YES,3.0,YES,YES,54.6,NO,0.0,NO,NO,4459.71,YES,1.5,NO,0.0,NO,0.0,7.5,BUY,YES,SETUP VALIDO,4469.42,4464.75,4478.76,4485.77,4492.77,YES,SL,-46.7,-0.10,1,72.9,6.3
1767933000,2026.01.09,04:30,4,5,4473.31,4472.36,4475.62,4468.03,YES,3.0,1.618,YES,3.0,YES,YES,54.6,NO,0.0,NO,NO,4459.48,YES,1.5,NO,0.0,YES,1.0,8.5,BUY,YES,SETUP VALIDO,4473.31,4467.03,4485.87,4495.29,4504.71,YES,SL,-62.8,-0.14,1,75.6,4.4
1767932100,2026.01.09,04:15,4,5,4472.45,4471.96,4474.54,4469.89,YES,3.0,1.618,YES,3.0,YES,YES,53.8,NO,0.0,NO,NO,4459.26,YES,1.5,NO,0.0,YES,1.0,8.5,BUY,YES,SETUP VALIDO,4472.45,4468.89,4479.57,4484.91,4490.25,YES,SL,-35.6,-0.08,1,44.2,31.7
1767931200,2026.01.09,04:00,4,5,4471.95,4468.85,4476.46,4468.85,YES,3.0,1.618,YES,3.0,YES,YES,53.4,NO,0.0,NO,NO,4459.04,YES,1.5,NO,0.0,YES,1.0,8.5,BUY,YES,SETUP VALIDO,4471.95,4467.85,4480.15,4486.30,4492.45,YES,SL,-41.0,-0.09,3,95.0,45.1
1767930300,2026.01.09,03:45,3,5,4468.93,4462.66,4470.03,4462.45,YES,3.0,1.618,YES,3.0,YES,YES,50.6,NO,0.0,NO,NO,4458.82,YES,1.5,NO,0.0,YES,1.0,8.5,BUY,YES,SETUP VALIDO,4468.93,4461.45,4483.89,4495.11,4506.33,YES,SL,-74.8,-0.17,3,128.7,75.3
1767929400,2026.01.09,03:30,3,5,4462.67,4457.28,4463.42,4456.06,YES,3.0,1.618,YES,3.0,YES,YES,47.3,NO,0.0,NO,NO,4458.59,YES,1.5,YES,1.0,YES,1.0,9.5,BUY,YES,SETUP VALIDO,4462.67,4455.06,4477.89,4489.30,4500.72,YES,SL,-76.1,-0.17,3,97.2,73.6
1767928500,2026.01.09,03:15,3,5,4457.31,4459.02,4461.61,4452.95,YES,3.0,1.618,YES,3.0,YES,YES,47.3,NO,0.0,NO,NO,4458.37,YES,1.5,NO,0.0,NO,0.0,7.5,BUY,YES,SETUP VALIDO,4457.31,4457.31,4468.03,4476.07,4484.11,YES,SL,0.0,0.00,19,59.3,267.3
1767927600,2026.01.09,03:00,3,5,4459.04,4462.93,4465.73,4452.67,YES,3.0,1.618,YES,3.0,YES,YES,49.0,NO,0.0,NO,NO,4458.16,YES,1.5,NO,0.0,NO,0.0,7.5,BUY,YES,SETUP VALIDO,4459.04,4459.04,4473.78,4484.83,4495.89,YES,SL,0.0,0.00,17,63.7,250.0
1767926700,2026.01.09,02:45,2,5,4462.35,4467.80,4467.94,4459.87,YES,3.0,1.618,YES,3.0,YES,YES,52.5,NO,0.0,NO,NO,4457.94,YES,1.5,YES,1.0,NO,0.0,8.5,BUY,YES,SETUP VALIDO,4462.35,4458.87,4469.31,4474.53,4479.75,YES,SL,-34.8,-0.08,1,96.8,33.8
1767925800,2026.01.09,02:30,2,5,4467.88,4465.62,4468.79,4463.84,YES,3.0,1.618,YES,3.0,YES,YES,56.6,NO,0.0,NO,NO,4457.73,YES,1.5,NO,0.0,YES,1.0,8.5,BUY,YES,SETUP VALIDO,4467.88,4462.84,4477.96,4485.52,4493.08,YES,SL,-50.4,-0.11,1,80.1,0.6
1767924900,2026.01.09,02:15,2,5,4465.62,4471.57,4472.87,4463.37,YES,3.0,1.618,YES,3.0,YES,YES,56.6,NO,0.0,NO,NO,4457.51,YES,1.5,NO,0.0,NO,0.0,7.5,BUY,YES,SETUP VALIDO,4465.62,4465.62,4472.12,4476.99,4481.87,YES,TP3,108.9,0.24,7,22.5,184.2
1767924000,2026.01.09,02:00,2,5,4471.58,4475.57,4476.71,4471.33,YES,3.0,1.618,YES,3.0,YES,YES,64.9,NO,0.0,NO,NO,4457.30,YES,1.5,NO,0.0,NO,0.0,7.5,BUY,YES,SETUP VALIDO,4471.58,4470.33,4474.08,4475.95,4477.83,YES,SL,-12.5,-0.03,1,82.1,12.9
1767923100,2026.01.09,01:45,1,5,4475.59,4475.82,4476.37,4472.78,YES,3.0,1.618,YES,3.0,YES,YES,67.5,NO,0.0,NO,NO,4457.08,YES,1.5,NO,0.0,NO,0.0,7.5,BUY,YES,SETUP VALIDO,4475.59,4471.78,4483.21,4488.93,4494.64,YES,SL,-38.1,-0.09,1,42.6,11.2
1767922200,2026.01.09,01:30,1,5,4475.69,4477.14,4477.41,4475.18,YES,3.0,1.618,YES,3.0,YES,YES,67.5,NO,0.0,NO,NO,4456.86,YES,1.5,NO,0.0,NO,0.0,7.5,BUY,YES,SETUP VALIDO,4475.69,4474.18,4478.71,4480.97,4483.24,YES,SL,-15.1,-0.03,1,29.1,6.8
1767921300,2026.01.09,01:15,1,5,4477.03,4476.87,4478.68,4474.96,YES,3.0,1.618,YES,3.0,YES,YES,67.5,NO,0.0,NO,NO,4456.64,YES,1.5,NO,0.0,YES,1.0,8.5,BUY,YES,SETUP VALIDO,4477.03,4477.03,4483.17,4487.77,4492.38,YES,SL,0.0,0.00,4,35.5,70.1
1767920400,2026.01.09,01:00,1,5,4476.68,4482.65,4484.04,4475.33,YES,3.0,1.618,YES,3.0,YES,YES,67.5,NO,0.0,NO,NO,4456.42,YES,1.5,NO,0.0,NO,0.0,7.5,BUY,YES,SETUP VALIDO,4476.68,4476.68,4481.38,4484.91,4488.43,YES,SL,0.0,0.00,3,32.0,73.6
1767915900,2026.01.08,23:45,23,4,4477.37,4474.09,4478.65,4473.48,YES,3.0,1.618,YES,3.0,YES,YES,67.5,NO,0.0,NO,NO,4456.20,YES,1.5,NO,0.0,YES,1.0,8.5,BUY,YES,SETUP VALIDO,4477.37,4472.48,4487.15,4494.49,4501.82,YES,SL,-48.9,-0.11,6,52.7,66.7
1767915000,2026.01.08,23:30,23,4,4474.09,4475.07,4475.76,4472.52,YES,3.0,1.618,YES,3.0,YES,YES,67.5,NO,0.0,NO,NO,4455.97,YES,1.5,NO,0.0,NO,0.0,7.5,BUY,YES,SETUP VALIDO,4474.09,4474.09,4479.23,4483.08,4486.94,YES,SL,0.0,0.00,5,19.9,53.6
1767914100,2026.01.08,23:15,23,4,4475.06,4477.69,4478.51,4472.66,YES,3.0,1.618,YES,3.0,YES,YES,67.5,NO,0.0,NO,NO,4455.74,YES,1.5,NO,0.0,NO,0.0,7.5,BUY,YES,SETUP VALIDO,4475.06,4471.66,4481.86,4486.96,4492.06,YES,SL,-34.0,-0.08,5,49.0,43.9
1767913200,2026.01.08,23:00,23,4,4477.72,4476.04,4479.45,4475.99,YES,3.0,1.618,YES,3.0,YES,YES,67.5,NO,0.0,NO,NO,4455.50,YES,1.5,NO,0.0,YES,1.0,8.5,BUY,YES,SETUP VALIDO,4477.72,4474.99,4483.18,4487.28,4491.37,YES,SL,-27.3,-0.06,1,50.6,7.9
1767912300,2026.01.08,22:45,22,4,4476.03,4473.50,4477.99,4472.10,YES,3.0,1.618,YES,3.0,YES,YES,66.6,NO,0.0,NO,NO,4455.26,YES,1.5,NO,0.0,YES,1.0,8.5,BUY,YES,SETUP VALIDO,4476.03,4471.10,4485.89,4493.28,4500.68,YES,SL,-49.3,-0.11,3,58.7,34.2
1767911400,2026.01.08,22:30,22,4,4473.54,4470.16,4478.16,4470.16,YES,3.0,1.618,YES,3.0,YES,YES,65.3,NO,0.0,NO,NO,4455.02,YES,1.5,NO,0.0,YES,1.0,8.5,BUY,YES,SETUP VALIDO,4473.54,4469.16,4482.30,4488.87,4495.44,YES,SL,-43.8,-0.10,3,161.7,46.2
1767910500,2026.01.08,22:15,22,4,4469.93,4458.15,4473.73,4457.37,YES,3.0,1.618,YES,3.0,YES,YES,63.3,NO,0.0,NO,NO,4454.78,YES,1.5,NO,0.0,YES,1.0,8.5,BUY,YES,SETUP VALIDO,4469.93,4456.37,4497.05,4517.39,4537.73,YES,SL,-135.6,-0.30,3,185.5,82.3
1767909600,2026.01.08,22:00,22,4,4458.13,4452.20,4459.03,4451.38,YES,3.0,1.618,YES,3.0,YES,YES,55.3,NO,0.0,NO,NO,4454.54,YES,1.5,NO,0.0,YES,1.0,8.5,BUY,YES,SETUP VALIDO,4458.13,4458.13,4473.63,4485.26,4496.88,YES,SL,0.0,0.00,2,67.5,156.0
1767908700,2026.01.08,21:45,21,4,4452.22,4451.66,4452.94,4449.56,YES,3.0,1.618,YES,3.0,YES,YES,55.2,NO,0.0,NO,NO,4454.30,NO,0.0,NO,0.0,YES,1.0,7.0,BUY,YES,SETUP VALIDO,4452.22,4448.56,4459.54,4465.03,4470.52,YES,SL,-36.6,-0.08,3,46.4,68.1
1767907800,2026.01.08,21:30,21,4,4451.68,4447.63,4452.91,4447.58,YES,3.0,1.618,YES,3.0,YES,YES,55.2,NO,0.0,NO,NO,4454.06,NO,0.0,NO,0.0,YES,1.0,7.0,BUY,YES,SETUP VALIDO,4451.68,4446.58,4461.88,4469.53,4477.18,YES,SL,-51.0,-0.11,3,70.0,12.6
1767906900,2026.01.08,21:15,21,4,4447.71,4447.41,4449.88,4444.68,YES,3.0,1.618,YES,3.0,YES,YES,55.2,NO,0.0,NO,NO,4453.82,NO,0.0,NO,0.0,YES,1.0,7.0,BUY,YES,SETUP VALIDO,4447.71,4447.71,4455.77,4461.81,4467.86,YES,SL,0.0,0.00,14,30.3,175.6
1767906000,2026.01.08,21:00,21,4,4447.40,4449.65,4451.33,4446.91,YES,3.0,1.618,YES,3.0,YES,YES,55.2,NO,0.0,NO,NO,4453.58,NO,0.0,NO,0.0,NO,0.0,6.0,NONE,NO,Score baixo:  6.0/12. 0,0.00,0.00,0.00,0.00,0.00,NO,,0.0,0.00,0,0.0,0.0
1767905100,2026.01.08,20:45,20,4,4449.65,4452.27,4455.03,4449.24,YES,3.0,1.618,YES,3.0,YES,YES,57.4,NO,0.0,NO,NO,4453.35,NO,0.0,NO,0.0,NO,0.0,6.0,NONE,NO,Score baixo:  6.0/12. 0,0.00,0.00,0.00,0.00,0.00,NO,,0.0,0.00,0,0.0,0.0
1767904200,2026.01.08,20:30,20,4,4452.27,4452.10,4453.70,4447.93,YES,3.0,1.618,YES,3.0,YES,YES,60.0,NO,0.0,NO,NO,4453.13,NO,0.0,NO,0.0,YES,1.0,7.0,BUY,YES,SETUP VALIDO,4452.27,4452.27,4462.95,4470.96,4478.97,YES,SL,0.0,0.00,10,43.4,130.0
