Timestamp;Date;Time;Hour;DayOfWeek;Close;Open;High;Low;Fibo_OK;Fibo_Score;Fibo_Level;Fibo_618;Fibo_1618;Last_High;Last_Low;Silva_OK;Silva_Score;Silva_Middle;Silva_Upper;Silva_Lower;Silva_Pattern;MBB_OK;MBB_Score;MBB_Upper;MBB_Lower;MBB_SRSI;MBB_Pattern;H1_OK;H1_Score;Candle_OK;Candle_Score;Candle_Pattern;RSI_OK;RSI_Score;RSI_Value;Total_Score;Setup_Type;Setup_Valid;Reason;Trade_Executed;Entry_Price;Stop_Loss;TP1;TP2;TP3;Result;Profit_Pips;Profit_USD;Balance_After
2026.01.09 15:00:00;2026.01.09;15:00;15;5;4467.63;4465.92;4473.87;4463.67;YES;4;0.618-1.618;4454.79026;4531.360259999999;4484.04;4407.47;NO;0;4471.17462677534;4499.082799302652;4436.497336662032;;NO;0;59.47896356519068;48.99925183522218;47.81070395303293;;YES;2;YES;1;ENGULFING_BULL;NO;0;46.06659576682563;7;NONE;NO;Score baixo: 7.0/13. 0;NO;2.621848582768416e-221;3.346531714113152e-245;7.815354122106867e-239;1.092225290912881e-315;0;;1.137616671953092e-284;2.622734930171313e-221;2.622760366436831e-221
2026.01.09 14:45:00;2026.01.09;14:45;14;5;4465.93;4465.97;4468.33;4463.68;NO;0;;4454.79026;4531.360259999999;4484.04;4407.47;NO;0;4470.944457040571;4498.922313003516;4436.186309166294;;NO;0;59.47896356519068;49.6994635471048;47.81070395303293;;NO;0;YES;1;INSIDE_BAR;NO;0;42.81070395303293;1;NONE;NO;Score baixo: 1.0/13. 0;NO;2.621848582768416e-221;3.347195147324636e-245;7.815354122106867e-239;1.092227168362335e-315;0;;1.137616671953092e-284;2.622734930171313e-221;2.622760366437018e-221
2026.01.09 14:30:00;2026.01.09;14:30;14;5;4465.98;4467.63;4468.84;4460.86;NO;0;;4454.79026;4531.360259999999;4484.04;4407.47;NO;0;4470.715948925151;4498.763662315099;4435.887012201414;;NO;0;59.47896356519068;50.39967525898744;47.88140364549707;;NO;0;YES;1;HAMMER;NO;0;42.88140364549707;1;NONE;NO;Score baixo: 1.0/13. 0;NO;2.621848582768416e-221;3.347858580536119e-245;7.815354122106867e-239;1.09222904581179e-315;0;;1.137616671953092e-284;2.622734930171313e-221;2.622760366437205e-221
2026.01.09 14:15:00;2026.01.09;14:15;14;5;4467.64;4474.05;4474.87;4467.01;NO;0;;4454.79026;4531.360259999999;4484.04;4407.47;NO;0;4470.488294504644;4498.606039747404;4435.590506540436;;NO;0;59.47896356519068;51.08574703237723;50.18168511210197;;NO;0;NO;0;NONE;NO;0;45.18168511210197;0;NONE;NO;Score baixo: 0.0/13. 0;NO;2.621848582768416e-221;3.348522013747603e-245;7.815354122106867e-239;1.092230923261244e-315;0;;1.137616671953092e-284;2.622734930171313e-221;2.622760366437391e-221
2026.01.09 14:00:00;2026.01.09;14:00;14;5;4474.12;4475.4;4480.44;4472.16;NO;0;;4454.79026;4531.360259999999;4484.04;4407.47;NO;0;4470.260798579285;4498.448750536183;4435.276798423765;;NO;0;59.47896356519068;51.31176251244606;53.70707067223371;;NO;0;NO;0;NONE;NO;0;56.08756804253963;0;NONE;NO;Score baixo: 0.0/13. 0;NO;2.621848582768416e-221;3.349185446959086e-245;7.815354122106867e-239;1.092232800710698e-315;0;;1.137616671953092e-284;2.622734930171313e-221;2.622760366437578e-221
2026.01.09 13:45:00;2026.01.09;13:45;13;5;4475.41;4470.59;4476.28;4468.84;YES;4;0.618-1.618;4454.79026;4531.360259999999;4484.04;4407.47;NO;0;4470.031893002564;4498.270717020933;4434.960541899195;;NO;0;59.47896356519068;51.31176251244606;53.70707067223371;;YES;2;YES;1;ENGULFING_BULL;NO;0;58.70707067223371;7;NONE;NO;Score baixo: 7.0/13. 0;NO;2.621848582768416e-221;3.349848880170569e-245;7.815354122106867e-239;1.092234678160152e-315;0;;1.137616671953092e-284;2.622734930171313e-221;2.622760366437765e-221
2026.01.09 13:30:00;2026.01.09;13:30;13;5;4470.62;4470.77;4471.98;4469.15;NO;0;;4454.79026;4531.360259999999;4484.04;4407.47;NO;0;4469.802023827252;4498.098933912597;4434.643103670955;;NO;0;59.47896356519068;51.31176251244606;53.27829073799546;;YES;2;NO;0;NONE;NO;0;50.78125680755131;2;NONE;NO;Score baixo: 2.0/13. 0;NO;2.621848582768416e-221;3.350512313382053e-245;7.815354122106867e-239;1.092236555609606e-315;0;;1.137616671953092e-284;2.622734930171313e-221;2.622760366437952e-221
2026.01.09 13:15:00;2026.01.09;13:15;13;5;4470.76;4472.23;4473.08;4470.47;NO;0;;4454.79026;4531.360259999999;4484.04;4407.47;NO;0;4469.571628052367;4497.938696593441;4434.324920193481;;NO;0;59.47896356519068;51.31176251244606;53.27829073799546;;YES;2;YES;1;INSIDE_BAR;NO;0;51.04717480156825;3;NONE;NO;Score baixo: 3.0/13. 0;NO;2.621848582768416e-221;3.351175746593536e-245;7.815354122106867e-239;1.092238433059061e-315;0;;1.137616671953092e-284;2.622734930171313e-221;2.622760366438138e-221
2026.01.09 13:00:00;2026.01.09;13:00;13;5;4472.15;4472.66;4474.67;4469.91;NO;0;;4454.79026;4531.360259999999;4484.04;4407.47;NO;0;4469.340807049418;4497.776429274493;4434.006092292339;;NO;0;59.47896356519068;51.16568502107714;53.27829073799546;;YES;2;NO;0;NONE;NO;0;53.63662651502051;2;NONE;NO;Score baixo: 2.0/13. 0;NO;2.621848582768416e-221;3.35183917980502e-245;7.815354122106867e-239;1.092240310508515e-315;0;;1.137616671953092e-284;2.622734930171313e-221;2.622760366438325e-221
2026.01.09 12:45:00;2026.01.09;12:45;12;5;4472.68;4469.13;4472.74;4467.2;YES;4;0.618-1.618;4454.79026;4531.360259999999;4484.04;4407.47;NO;0;4469.10881410717;4497.608892976214;4433.685872708989;;NO;0;59.47896356519068;50.36061933406027;53.27829073799546;;YES;2;YES;1;ENGULFING_BULL;NO;0;54.61757202091511;7;NONE;NO;Score baixo: 7.0/13. 0;NO;2.621848582768416e-221;3.352502613016503e-245;7.815354122106867e-239;1.092242187957969e-315;0;;1.137616671953092e-284;2.622734930171313e-221;2.622760366438512e-221
2026.01.09 12:30:00;2026.01.09;12:30;12;5;4469.16;4469.18;4472.43;4468.15;NO;0;;4454.79026;4531.360259999999;4484.04;4407.47;NO;0;4468.874892415847;4497.442264563516;4433.363504084983;;NO;0;59.47896356519068;49.5555536470434;53.27829073799546;;YES;2;NO;0;NONE;NO;0;48.8482312318991;2;NONE;NO;Score baixo: 2.0/13. 0;NO;2.621848582768416e-221;3.353166046227987e-245;7.815354122106867e-239;1.092244065407423e-315;0;;1.137616671953092e-284;2.622734930171313e-221;2.622760366438699e-221
2026.01.09 12:15:00;2026.01.09;12:15;12;5;4469.19;4471.93;4473.87;4468.95;NO;0;;4454.79026;4531.360259999999;4484.04;4407.47;NO;0;4468.640147823036;4497.278281568967;4433.040091717865;;NO;0;59.47896356519068;48.75048796002652;53.27829073799546;;YES;2;NO;0;NONE;NO;0;48.89742593811474;2;NONE;NO;Score baixo: 2.0/13. 0;NO;2.621848582768416e-221;3.35382947943947e-245;7.815354122106867e-239;1.092245942856877e-315;0;;1.137616671953092e-284;2.622734930171313e-221;2.622760366438885e-221
2026.01.09 12:00:00;2026.01.09;12:00;12;5;4471.94;4471.11;4474.13;4469.8;YES;4;0.618-1.618;4454.79026;4531.360259999999;4484.04;4407.47;NO;0;4468.40437482634;4497.111855350689;4432.715429553822;;NO;0;59.47896356519068;47.94542227300965;53.27829073799546;;YES;2;NO;0;NONE;NO;0;53.48205693471964;6;NONE;NO;Score baixo: 6.0/13. 0;NO;2.621848582768416e-221;3.354492912650954e-245;7.815354122106867e-239;1.092247820306332e-315;0;;1.137616671953092e-284;2.622734930171313e-221;2.622760366439072e-221
2026.01.09 11:45:00;2026.01.09;11:45;11;5;4471.11;4471.73;4474.43;4470.56;NO;0;;4454.79026;4531.360259999999;4484.04;4407.47;NO;0;4468.167518213058;4496.936833839172;4432.389461827362;;NO;0;59.47896356519068;47.28643407736169;53.27829073799546;;YES;2;NO;0;NONE;NO;0;52.22670855038825;2;NONE;NO;Score baixo: 2.0/13. 0;NO;2.621848582768416e-221;3.355156345862437e-245;7.815354122106867e-239;1.092249697755786e-315;0;;1.137616671953092e-284;2.622734930171313e-221;2.622760366439259e-221
2026.01.09 11:30:00;2026.01.09;11:30;11;5;4471.83;4473.99;4475.19;4471.53;NO;0;;4454.79026;4531.360259999999;4484.04;4407.47;NO;0;4467.929779621819;4496.760619013628;4432.062389622938;;NO;0;59.47896356519068;47.28643407736169;53.27829073799546;;YES;2;NO;0;NONE;NO;0;53.38722372304214;2;NONE;NO;Score baixo: 2.0/13. 0;NO;2.621848582768416e-221;3.355819779073921e-245;7.815354122106867e-239;1.09225157520524e-315;0;;1.137616671953092e-284;2.622734930171313e-221;2.622760366439446e-221
2026.01.09 11:15:00;2026.01.09;11:15;11;5;4473.83;4474.81;4477.65;4473.18;NO;0;;4454.79026;4531.360259999999;4484.04;4407.47;NO;0;4467.691207918127;4496.577086715275;4431.734261250501;;NO;0;60.55803575321586;47.28643407736169;53.27829073799546;;YES;2;NO;0;NONE;NO;0;56.63317417228792;2;NONE;NO;Score baixo: 2.0/13. 0;NO;2.621848582768416e-221;3.356483212285404e-245;7.815354122106867e-239;1.092253452654694e-315;0;;1.137616671953092e-284;2.622734930171313e-221;2.622760366439632e-221
2026.01.09 11:00:00;2026.01.09;11:00;11;5;4474.83;4468.41;4474.83;4468.29;YES;4;0.618-1.618;4454.79026;4531.360259999999;4484.04;4407.47;NO;0;4467.451293666668;4496.371944375225;4431.404566717792;;NO;0;62.17027872963452;47.28643407736169;53.27829073799546;;YES;2;NO;0;NONE;NO;0;58.27829073799546;6;NONE;NO;Score baixo: 6.0/13. 0;NO;2.621848582768416e-221;3.357146645496887e-245;7.815354122106867e-239;1.092255330104148e-315;0;;1.137616671953092e-284;2.622734930171313e-221;2.622760366439819e-221
2026.01.09 10:45:00;2026.01.09;10:45;10;5;4468.44;4466.8;4468.53;4463.84;YES;4;0.618-1.618;4454.79026;4531.360259999999;4484.04;4407.47;NO;0;4467.209992077115;4496.177240829516;4431.073260676151;;NO;0;63.78252170605317;47.28643407736169;52.09156716945458;;NO;0;NO;0;NONE;NO;0;49.58941263670079;4;NONE;NO;Score baixo: 4.0/13. 0;NO;2.621848582768416e-221;3.357810078708371e-245;7.815354122106867e-239;1.092257207553602e-315;0;;1.137616671953092e-284;2.622734930171313e-221;2.622760366440006e-221
2026.01.09 10:30:00;2026.01.09;10:30;10;5;4466.88;4473.21;4473.83;4465.39;NO;0;;4454.79026;4531.360259999999;4484.04;4407.47;NO;0;4466.968871811641;4496.008440247321;4430.741911228022;;NO;0;65.39476468247183;47.28643407736169;52.09156716945458;;NO;0;NO;0;NONE;NO;0;47.09156716945458;0;NONE;NO;Score baixo: 0.0/13. 0;NO;2.621848582768416e-221;3.358473511919854e-245;7.815354122106867e-239;1.092259085003057e-315;0;;1.137616671953092e-284;2.622734930171313e-221;2.622760366440193e-221
2026.01.09 10:15:00;2026.01.09;10:15;10;5;4473.23;4474.46;4475.37;4472.43;NO;0;;4454.79026;4531.360259999999;4484.04;4407.47;NO;0;4466.726424637118;4495.837242814615;4430.40900957915;;NO;0;67.00700765889049;47.28643407736169;59.02114280932788;;NO;0;YES;1;INSIDE_BAR;NO;0;57.94368079168213;1;NONE;NO;Score baixo: 1.0/13. 0;NO;2.621848582768416e-221;3.359136945131338e-245;7.815354122106867e-239;1.092260962452511e-315;0;;1.137616671953092e-284;2.622734930171313e-221;2.622760366440379e-221
2026.01.09 10:00:00;2026.01.09;10:00;10;5;4474.45;4470.17;4476.82;4466.32;YES;4;0.618-1.618;4454.79026;4531.360259999999;4484.04;4407.47;NO;0;4466.480848317493;4495.628274594153;4430.072752930955;;NO;0;67.54017844728398;47.28643407736169;59.02114280932788;;NO;0;YES;1;ENGULFING_BULL;NO;0;60.42802048501129;5;NONE;NO;Score baixo: 5.0/13. 0;NO;2.621848582768416e-221;3.359800378342821e-245;7.815354122106867e-239;1.092262839901965e-315;0;;1.137616671953092e-284;2.622734930171313e-221;2.622760366440566e-221
2026.01.09 09:45:00;2026.01.09;09:45;9;5;4470.18;4471.64;4473.58;4469.53;NO;0;;4454.79026;4531.360259999999;4484.04;4407.47;NO;0;4466.232511139399;4495.419871055465;4429.733509006142;;NO;0;67.54017844728398;47.28643407736169;59.02114280932788;;NO;0;NO;0;NONE;NO;0;54.02114280932788;0;NONE;NO;Score baixo: 0.0/13. 0;NO;2.621848582768416e-221;3.360463811554305e-245;7.815354122106867e-239;1.092264717351419e-315;0;;1.137616671953092e-284;2.622734930171313e-221;2.622760366440753e-221
2026.01.09 09:30:00;2026.01.09;09:30;9;5;4471.6;4470.26;4472.94;4468.41;YES;4;0.618-1.618;4454.79026;4531.360259999999;4484.04;4407.47;NO;0;4465.981436640163;4495.225149610408;4429.391300776693;;NO;0;67.54017844728398;47.28643407736169;59.4789637368049;;NO;0;YES;1;ENGULFING_BULL;NO;0;56.86411579605075;5;NONE;NO;Score baixo: 5.0/13. 0;NO;2.621848582768416e-221;3.361127244765788e-245;7.815354122106867e-239;1.092266594800873e-315;0;;1.137616671953092e-284;2.622734930171313e-221;2.62276036644094e-221
2026.01.09 09:15:00;2026.01.09;09:15;9;5;4470.28;4471.41;4473.11;4468.64;NO;0;;4454.79026;4531.360259999999;4484.04;4407.47;NO;0;4465.728339799748;4495.024660345268;4429.046842655824;;NO;0;67.54017844728398;47.28643407736169;59.4789637368049;;NO;0;NO;0;NONE;NO;0;54.81135082405351;0;NONE;NO;Score baixo: 0.0/13. 0;NO;2.621848582768416e-221;3.361790677977272e-245;7.815354122106867e-239;1.092268472250328e-315;0;;1.137616671953092e-284;2.622734930171313e-221;2.622760366441126e-221
2026.01.09 09:00:00;2026.01.09;09:00;9;5;4471.4;4474.07;4475.55;4470.7;NO;0;;4454.79026;4531.360259999999;4484.04;4407.47;NO;0;4465.473552631578;4494.825002741142;4428.700466088791;;NO;0;67.54017844728398;47.28643407736169;59.4789637368049;;NO;0;NO;0;NONE;NO;0;56.94649359266622;0;NONE;NO;Score baixo: 0.0/13. 0;NO;2.621848582768416e-221;3.362454111188755e-245;7.815354122106867e-239;1.092270349699782e-315;0;;1.137616671953092e-284;2.622734930171313e-221;2.622760366441313e-221
2026.01.09 08:45:00;2026.01.09;08:45;8;5;4474.07;4475.13;4477.4;4472.76;NO;0;;4454.79026;4531.360259999999;4484.04;4407.47;NO;0;4465.217038234207;4494.606511185678;4428.352133604563;;NO;0;67.54017844728398;47.28643407736169;59.4789637368049;;YES;2;NO;0;NONE;NO;0;62.32046911095604;2;NONE;NO;Score baixo: 2.0/13. 0;NO;2.621848582768416e-221;3.363117544400239e-245;7.815354122106867e-239;1.092272227149236e-315;0;;1.137616671953092e-284;2.622734930171313e-221;2.6227603664415e-221
2026.01.09 08:30:00;2026.01.09;08:30;8;5;4475.09;4473.39;4475.77;4472.96;YES;4;0.618-1.618;4454.79026;4531.360259999999;4484.04;4407.47;NO;0;4464.958431276727;4494.354334235959;4428.001479301226;;NO;0;67.54017844728398;47.28643407736169;59.4789637368049;;YES;2;NO;0;NONE;NO;0;64.4789637368049;6;NONE;NO;Score baixo: 6.0/13. 0;NO;2.621848582768416e-221;3.363780977611722e-245;7.815354122106867e-239;1.09227410459869e-315;0;;1.137616671953092e-284;2.622734930171313e-221;2.622760366441687e-221
2026.01.09 08:15:00;2026.01.09;08:15;8;5;4473.38;4467.38;4473.42;4466.09;YES;4;0.618-1.618;4454.79026;4531.360259999999;4484.04;4407.47;NO;0;4464.69810954171;4494.094455312487;4427.648880388917;;NO;0;67.54017844728398;47.28643407736169;57.45460147949219;;YES;2;YES;1;ENGULFING_BULL;NO;0;62.45460147949219;7;NONE;NO;Score baixo: 7.0/13. 0;NO;2.621848582768416e-221;3.364444410823206e-245;7.815354122106867e-239;1.092275982048144e-315;0;;1.137616671953092e-284;2.622734930171313e-221;2.622760366441873e-221
2026.01.09 08:00:00;2026.01.09;08:00;8;5;4467.39;4468.65;4471.01;4466.01;NO;0;;4454.79026;4531.360259999999;4484.04;4407.47;NO;0;4464.436987364622;4493.870682116749;4427.295250629243;;NO;0;67.54017844728398;47.28643407736169;51.31176251244609;;YES;2;NO;0;NONE;NO;0;53.9108807956245;2;NONE;NO;Score baixo: 2.0/13. 0;NO;2.621848582768416e-221;3.365107844034689e-245;7.815354122106867e-239;1.092277859497599e-315;0;;1.137616671953092e-284;2.622734930171313e-221;2.62276036644206e-221
2026.01.09 07:45:00;2026.01.09;07:45;7;5;4468.18;4467.65;4469.28;4465.46;YES;4;0.618-1.618;4454.79026;4531.360259999999;4484.04;4407.47;NO;0;4464.175995102139;4493.673770307995;4426.941519803582;;NO;0;67.54017844728398;47.28643407736169;51.31176251244609;;YES;2;YES;1;INSIDE_BAR;NO;0;55.45633841511331;7;NONE;NO;Score baixo: 7.0/13. 0;NO;2.621848582768416e-221;3.365771277246172e-245;7.815354122106867e-239;1.092279736947053e-315;0;;1.137616671953092e-284;2.622734930171313e-221;2.622760366442247e-221
2026.01.09 07:30:00;2026.01.09;07:30;7;5;4467.4;4464.86;4471.83;4464.53;YES;4;0.618-1.618;4454.79026;4531.360259999999;4484.04;4407.47;NO;0;4463.915343672163;4493.476914303208;4426.587898253107;;NO;0;67.54017844728398;47.28643407736169;51.31176251244609;;YES;2;NO;0;NONE;NO;0;54.25402870711549;6;NONE;NO;Score baixo: 6.0/13. 0;NO;2.621848582768416e-221;3.366434710457656e-245;7.815354122106867e-239;1.092281614396507e-315;0;;1.137616671953092e-284;2.622734930171313e-221;2.622760366442433e-221
2026.01.09 07:15:00;2026.01.09;07:15;7;5;4464.67;4463.03;4465.08;4458.2;YES;4;0.618-1.618;4454.79026;4531.360259999999;4484.04;4407.47;NO;0;4463.65496113074;4493.278943091147;4426.234313455691;;NO;0;67.54017844728398;47.28643407736169;51.31176251244609;;YES;2;YES;1;HAMMER;NO;0;49.85517053859071;7;NONE;NO;Score baixo: 7.0/13. 0;NO;2.621848582768416e-221;3.367098143669139e-245;7.815354122106867e-239;1.092283491845961e-315;0;;1.137616671953092e-284;2.622734930171313e-221;2.62276036644262e-221
2026.01.09 07:00:00;2026.01.09;07:00;7;5;4463.03;4464.7;4466.85;4461.57;NO;0;;4454.79026;4531.360259999999;4484.04;4407.47;NO;0;4463.395789950863;4493.093739521944;4425.88185722539;;NO;0;67.54017844728398;47.28643407736169;51.31176251244609;;YES;2;NO;0;NONE;NO;0;47.01298048491801;2;NONE;NO;Score baixo: 2.0/13. 0;NO;2.621848582768416e-221;3.367761576880623e-245;7.815354122106867e-239;1.092285369295415e-315;0;;1.137616671953092e-284;2.622734930171313e-221;2.622760366442807e-221
2026.01.09 06:45:00;2026.01.09;06:45;6;5;4464.81;4463.3;4467;4461.83;YES;4;0.618-1.618;4454.79026;4531.360259999999;4484.04;4407.47;NO;0;4463.137425915165;4492.909489794136;4425.529825296753;;NO;0;67.54017844728398;47.28643407736169;51.31176251244609;;YES;2;NO;0;NONE;NO;0;49.86125353178407;6;NONE;NO;Score baixo: 6.0/13. 0;NO;2.621848582768416e-221;3.368425010092106e-245;7.815354122106867e-239;1.09228724674487e-315;0;;1.137616671953092e-284;2.622734930171313e-221;2.622760366442994e-221
2026.01.09 06:30:00;2026.01.09;06:30;6;5;4463.27;4462.86;4464.83;4461.46;YES;4;0.618-1.618;4454.79026;4531.360259999999;4484.04;4407.47;NO;0;4462.879418369704;4492.72417927663;4425.177915980604;;NO;0;67.54017844728398;47.28643407736169;51.31176251244609;;YES;2;NO;0;NONE;NO;0;47.29604250869447;6;NONE;NO;Score baixo: 6.0/13. 0;NO;2.621848582768416e-221;3.36908844330359e-245;7.815354122106867e-239;1.092289124194324e-315;0;;1.137616671953092e-284;2.622734930171313e-221;2.62276036644318e-221
2026.01.09 06:15:00;2026.01.09;06:15;6;5;4462.88;4462.65;4463.98;4460.73;YES;4;0.618-1.618;4454.79026;4531.360259999999;4484.04;4407.47;NO;0;4462.62227656035;4492.541475391025;4424.826637938846;;NO;0;67.54017844728398;47.28643407736169;51.31176251244609;;YES;2;NO;0;NONE;NO;0;46.65422904336499;6;NONE;NO;Score baixo: 6.0/13. 0;NO;2.621848582768416e-221;3.369751876515073e-245;7.815354122106867e-239;1.092291001643778e-315;0;;1.137616671953092e-284;2.622734930171313e-221;2.622760366443367e-221
2026.01.09 06:00:00;2026.01.09;06:00;6;5;4462.66;4464.11;4465.65;4462.28;NO;0;;4454.79026;4531.360259999999;4484.04;4407.47;NO;0;4462.366404789052;4492.360308352324;4424.476394901555;;NO;0;67.54017844728398;47.28643407736169;51.31176251244609;;YES;2;NO;0;NONE;NO;0;46.31176251244609;2;NONE;NO;Score baixo: 2.0/13. 0;NO;2.621848582768416e-221;3.370415309726557e-245;7.815354122106867e-239;1.092292879093232e-315;0;;1.137616671953092e-284;2.622734930171313e-221;2.622760366443554e-221
2026.01.09 05:45:00;2026.01.09;05:45;5;5;4464.12;4464.01;4465.91;4463.65;YES;4;0.618-1.618;4454.79026;4531.360259999999;4484.04;4407.47;NO;0;4462.111642298538;4492.179767329723;4424.127025497509;;NO;0;67.54017844728398;47.28643407736169;52.24099304494172;;NO;0;NO;0;NONE;NO;0;48.21935236353323;4;NONE;NO;Score baixo: 4.0/13. 0;NO;2.621848582768416e-221;3.37107874293804e-245;7.815354122106867e-239;1.092294756542686e-315;0;;1.137616671953092e-284;2.622734930171313e-221;2.622760366443741e-221
