TradeNum,DateTime,Type,Entry,SL,TP,Result,Profit,BaseScore,FinalScore,ADX,EMA200_Aligned,GoldenHour,Month
748,2024.08.02 06:00,SELL,2464.92,2470.52,2456.52,WIN,8.40,9,9,53.4,NO,NO,2024-08
749,2024.08.02 06:15,SELL,2463.14,2468.48,2455.12,LOSS,-5.34,9,9,56.0,NO,NO,2024-08
750,2024.08.02 06:30,SELL,2465.47,2470.80,2457.47,WIN,8.00,9,9,58.8,NO,NO,2024-08
751,2024.08.02 07:00,SELL,2462.89,2468.22,2454.90,LOSS,-5.33,9,9,60.7,NO,NO,2024-08
752,2024.08.02 07:15,SELL,2461.86,2467.24,2453.79,LOSS,-5.38,9,9,56.9,NO,NO,2024-08
753,2024.08.02 07:30,SELL,2461.49,2466.98,2453.25,LOSS,-5.49,9,9,54.3,NO,NO,2024-08
754,2024.08.02 08:30,SELL,2461.92,2467.63,2453.35,LOSS,-5.71,10,10,41.6,NO,NO,2024-08
755,2024.08.02 13:00,SELL,2465.99,2473.94,2454.06,LOSS,-7.95,12,14,26.9,NO,YES,2024-08
756,2024.08.02 13:30,SELL,2469.70,2479.18,2455.48,WIN,14.22,10,11,27.2,NO,YES,2024-08
757,2024.08.02 15:15,BUY,2421.22,2402.38,2449.49,WIN,28.27,10,10,32.4,NO,NO,2024-08
758,2024.08.02 15:45,BUY,2437.36,2416.82,2468.17,LOSS,-20.54,10,10,32.3,NO,NO,2024-08
759,2024.08.02 16:00,BUY,2435.97,2416.76,2464.79,LOSS,-19.21,10,10,28.3,NO,NO,2024-08
760,2024.08.02 16:45,BUY,2428.19,2409.97,2455.52,WIN,27.33,10,9,23.7,NO,NO,2024-08
761,2024.08.02 17:30,BUY,2427.68,2410.37,2453.65,WIN,25.97,10,9,24.7,NO,NO,2024-08
762,2024.08.02 18:00,BUY,2432.37,2418.56,2453.09,LOSS,-13.81,9,8,22.8,NO,NO,2024-08
763,2024.08.05 04:15,SELL,2453.40,2463.26,2438.61,WIN,14.79,9,9,36.7,NO,NO,2024-08
764,2024.08.05 04:30,SELL,2452.52,2461.33,2439.31,WIN,13.21,9,9,37.0,NO,NO,2024-08
765,2024.08.05 04:45,SELL,2448.32,2456.43,2436.16,WIN,12.16,12,13,37.0,NO,NO,2024-08
766,2024.08.05 05:00,SELL,2444.36,2451.83,2433.15,WIN,11.21,9,9,32.3,NO,NO,2024-08
767,2024.08.05 05:15,SELL,2440.27,2447.84,2428.91,WIN,11.36,11,11,29.5,NO,NO,2024-08
768,2024.08.05 07:30,SELL,2431.79,2442.63,2415.54,WIN,16.25,11,14,35.1,YES,NO,2024-08
769,2024.08.05 12:45,BUY,2391.01,2377.72,2410.95,WIN,19.93,13,15,70.1,NO,YES,2024-08
770,2024.08.05 13:00,BUY,2385.93,2371.62,2407.39,WIN,21.46,10,11,64.7,NO,YES,2024-08
771,2024.08.05 13:30,BUY,2393.03,2376.90,2417.23,WIN,24.20,10,11,53.7,NO,YES,2024-08
772,2024.08.05 14:30,BUY,2396.42,2380.06,2420.95,LOSS,-6.55,10,11,37.0,NO,YES,2024-08
773,2024.08.08 14:30,SELL,2413.63,2422.34,2400.57,LOSS,-8.71,10,11,31.4,NO,YES,2024-08
774,2024.08.12 16:15,SELL,2463.09,2470.65,2451.75,LOSS,-7.56,10,10,37.6,NO,NO,2024-08
775,2024.08.12 17:45,SELL,2468.93,2474.88,2460.00,LOSS,-5.95,9,9,37.9,NO,NO,2024-08
776,2024.08.12 18:45,SELL,2470.09,2475.01,2462.71,LOSS,-4.92,9,9,47.9,NO,NO,2024-08
777,2024.08.12 19:00,SELL,2469.92,2474.39,2463.22,LOSS,-4.47,9,9,50.5,NO,NO,2024-08
778,2024.08.12 19:15,SELL,2471.07,2475.17,2464.92,LOSS,-4.10,9,9,51.8,NO,NO,2024-08
779,2024.08.12 19:45,SELL,2471.46,2474.95,2466.23,LOSS,-3.49,9,9,56.2,NO,NO,2024-08
780,2024.08.14 08:45,SELL,2474.47,2479.14,2467.46,LOSS,-4.67,10,10,43.3,NO,NO,2024-08
781,2024.08.14 09:15,SELL,2473.41,2478.01,2466.51,LOSS,-4.60,10,10,42.4,NO,NO,2024-08
782,2024.08.14 09:45,SELL,2472.55,2476.92,2466.00,LOSS,-4.37,10,10,33.9,NO,NO,2024-08
783,2024.08.14 10:00,SELL,2472.57,2476.95,2466.00,LOSS,-4.38,10,10,31.6,NO,NO,2024-08
784,2024.08.14 11:00,SELL,2473.42,2477.86,2466.77,LOSS,-4.44,10,9,24.2,NO,NO,2024-08
785,2024.08.14 12:00,SELL,2471.05,2474.64,2465.67,LOSS,-3.59,10,10,25.0,NO,YES,2024-08
786,2024.08.14 12:15,SELL,2470.34,2473.85,2465.07,WIN,5.27,12,13,22.0,NO,YES,2024-08
787,2024.08.14 12:30,SELL,2468.67,2473.91,2460.81,WIN,7.86,12,13,21.4,NO,YES,2024-08
788,2024.08.14 13:30,BUY,2457.39,2448.99,2469.98,LOSS,-8.40,10,11,26.2,NO,YES,2024-08
789,2024.08.14 14:45,BUY,2450.18,2439.72,2465.87,LOSS,-10.46,10,11,33.8,NO,YES,2024-08
790,2024.08.14 16:00,BUY,2440.96,2431.57,2455.04,WIN,14.08,10,10,44.8,NO,NO,2024-08
791,2024.08.14 16:30,BUY,2444.09,2434.90,2457.88,WIN,13.79,10,10,51.8,NO,NO,2024-08
792,2024.08.14 16:45,BUY,2443.66,2435.94,2455.23,WIN,11.57,10,10,51.6,NO,NO,2024-08
793,2024.08.14 17:45,BUY,2441.59,2435.73,2450.38,WIN,8.79,9,9,54.4,NO,NO,2024-08
794,2024.08.14 18:00,BUY,2443.76,2438.76,2451.26,WIN,7.50,9,9,52.8,NO,NO,2024-08
795,2024.08.14 18:15,BUY,2445.79,2440.92,2453.10,WIN,7.31,9,9,48.0,NO,NO,2024-08
796,2024.08.15 12:30,SELL,2441.03,2446.19,2433.28,WIN,7.75,12,16,34.9,YES,YES,2024-08
797,2024.08.15 13:15,BUY,2443.55,2434.58,2457.00,WIN,13.45,10,11,26.0,NO,YES,2024-08
798,2024.08.15 13:45,BUY,2445.14,2434.83,2460.61,WIN,15.47,10,10,22.1,NO,YES,2024-08
799,2024.08.16 03:30,BUY,2452.31,2448.55,2457.95,WIN,5.64,9,9,34.5,NO,NO,2024-08
800,2024.08.16 04:00,BUY,2452.54,2448.95,2457.92,WIN,5.38,9,9,37.5,NO,NO,2024-08
801,2024.08.16 05:15,BUY,2455.11,2452.40,2459.17,LOSS,-2.71,9,9,26.3,NO,NO,2024-08
802,2024.08.16 07:30,BUY,2461.89,2459.07,2466.12,LOSS,-2.82,11,11,32.0,NO,NO,2024-08
803,2024.08.16 13:00,SELL,2487.84,2494.89,2477.26,LOSS,-7.05,10,11,43.7,NO,YES,2024-08
804,2024.08.16 14:00,SELL,2481.36,2490.95,2466.97,LOSS,-9.59,10,11,46.6,NO,YES,2024-08
805,2024.08.16 17:30,SELL,2499.66,2507.04,2488.59,LOSS,-7.38,10,10,44.7,NO,NO,2024-08
806,2024.08.16 18:45,SELL,2503.03,2508.54,2494.76,LOSS,-5.51,9,9,51.9,NO,NO,2024-08
807,2024.08.16 19:00,SELL,2505.24,2510.53,2497.30,WIN,7.94,9,9,53.8,NO,NO,2024-08
808,2024.08.16 19:30,SELL,2507.82,2512.97,2500.10,WIN,7.72,9,9,59.1,NO,NO,2024-08
809,2024.08.16 20:15,SELL,2507.60,2512.75,2499.87,WIN,7.73,9,9,64.9,NO,NO,2024-08
810,2024.08.16 20:45,SELL,2505.33,2510.09,2498.18,WIN,7.15,9,9,58.8,NO,NO,2024-08
811,2024.08.18 22:00,SELL,2504.02,2509.10,2496.40,WIN,7.62,9,9,53.1,NO,NO,2024-08
812,2024.08.19 11:00,BUY,2488.25,2483.98,2494.65,WIN,6.40,10,13,47.6,YES,NO,2024-08
813,2024.08.19 11:30,BUY,2494.36,2489.56,2501.57,LOSS,-4.80,10,13,55.6,YES,NO,2024-08
814,2024.08.20 09:30,SELL,2521.57,2528.39,2511.35,LOSS,-6.82,10,10,48.1,NO,NO,2024-08
815,2024.08.20 11:30,SELL,2526.18,2530.80,2519.25,LOSS,-4.62,10,10,47.0,NO,NO,2024-08
816,2024.08.20 13:30,SELL,2529.81,2535.90,2520.68,WIN,9.13,10,11,33.2,NO,YES,2024-08
817,2024.08.20 14:00,SELL,2523.03,2529.44,2513.42,WIN,9.61,10,11,26.9,NO,YES,2024-08
818,2024.08.20 16:00,BUY,2505.39,2495.26,2520.59,LOSS,-10.13,10,13,31.6,YES,NO,2024-08
819,2024.08.21 13:45,BUY,2505.51,2499.83,2514.03,LOSS,-5.68,13,14,21.4,NO,YES,2024-08
820,2024.08.21 14:00,BUY,2499.79,2492.99,2509.98,WIN,10.19,10,10,23.5,NO,YES,2024-08
821,2024.08.21 14:45,BUY,2504.86,2496.57,2517.30,WIN,12.44,10,11,27.4,NO,YES,2024-08
822,2024.08.22 13:45,BUY,2475.45,2468.20,2486.32,WIN,10.87,10,11,47.0,NO,YES,2024-08
823,2024.08.22 14:45,BUY,2477.59,2467.91,2492.11,WIN,14.52,13,15,56.3,NO,YES,2024-08
824,2024.08.22 15:30,BUY,2481.77,2471.79,2496.75,WIN,14.98,10,10,48.3,NO,NO,2024-08
825,2024.08.22 15:45,BUY,2483.50,2473.48,2498.53,WIN,15.03,10,10,42.8,NO,NO,2024-08
826,2024.08.23 14:30,SELL,2509.05,2517.18,2496.85,LOSS,-8.13,10,8,16.6,NO,YES,2024-08
827,2024.08.27 08:00,BUY,2511.09,2505.88,2518.90,LOSS,-5.21,10,10,34.2,NO,NO,2024-08
828,2024.08.27 19:00,SELL,2523.61,2527.05,2518.46,LOSS,-3.43,9,9,50.8,NO,NO,2024-08
829,2024.08.27 19:15,SELL,2524.53,2527.93,2519.43,LOSS,-3.40,9,9,50.3,NO,NO,2024-08
830,2024.08.27 20:00,SELL,2524.97,2528.14,2520.21,LOSS,-3.17,9,9,50.0,NO,NO,2024-08
831,2024.08.27 20:15,SELL,2524.81,2527.93,2520.13,LOSS,-3.12,9,9,49.7,NO,NO,2024-08
832,2024.08.27 20:30,SELL,2524.36,2527.38,2519.83,LOSS,-3.02,9,9,47.3,NO,NO,2024-08
833,2024.08.27 22:45,SELL,2527.01,2529.00,2524.03,WIN,2.98,9,9,43.9,NO,NO,2024-08
834,2024.08.27 23:15,SELL,2525.09,2527.17,2521.97,WIN,3.12,12,13,46.0,NO,NO,2024-08
835,2024.08.27 23:30,SELL,2525.18,2527.40,2521.85,WIN,3.33,9,9,41.8,NO,NO,2024-08
836,2024.08.28 06:00,BUY,2508.76,2504.99,2514.42,LOSS,-3.77,12,13,70.9,NO,NO,2024-08
837,2024.08.28 12:30,BUY,2500.54,2496.21,2507.04,WIN,6.50,13,15,52.7,NO,YES,2024-08
838,2024.08.28 12:45,BUY,2506.04,2501.53,2512.80,LOSS,-4.51,10,11,50.7,NO,YES,2024-08
839,2024.08.28 16:30,BUY,2501.83,2494.63,2512.64,WIN,10.81,10,9,24.5,NO,NO,2024-08
840,2024.08.29 12:45,BUY,2510.62,2504.64,2519.58,WIN,8.96,10,11,45.0,NO,YES,2024-08
841,2024.08.29 13:00,BUY,2510.36,2504.38,2519.33,WIN,8.97,10,11,42.5,NO,YES,2024-08
842,2024.08.30 08:30,SELL,2522.83,2527.70,2515.52,WIN,7.31,10,10,37.1,NO,NO,2024-08
843,2024.08.30 08:45,SELL,2526.16,2531.20,2518.60,WIN,7.56,10,10,35.9,NO,NO,2024-08
844,2024.08.30 09:15,SELL,2525.39,2530.61,2517.56,WIN,7.83,10,10,36.9,NO,NO,2024-08
845,2024.08.30 09:45,SELL,2521.57,2526.06,2514.83,WIN,6.74,10,10,35.1,NO,NO,2024-08
846,2024.08.30 10:00,SELL,2519.53,2523.94,2512.92,LOSS,-4.41,10,10,30.8,NO,NO,2024-08
847,2024.08.30 12:30,SELL,2519.52,2524.40,2512.20,WIN,7.32,12,13,22.3,NO,YES,2024-08
848,2024.08.30 16:00,BUY,2501.69,2493.65,2513.75,LOSS,-8.04,10,10,42.7,NO,NO,2024-08
849,2024.08.30 17:30,BUY,2499.45,2491.74,2511.01,LOSS,-7.71,10,10,52.2,NO,NO,2024-08
850,2024.08.30 17:45,BUY,2501.61,2494.42,2512.40,LOSS,-7.19,12,13,48.0,NO,NO,2024-08
851,2024.09.02 02:45,BUY,2492.20,2487.65,2499.02,WIN,6.82,9,9,37.6,NO,NO,2024-09
852,2024.09.02 03:00,BUY,2494.64,2490.10,2501.45,WIN,6.81,12,13,40.6,NO,NO,2024-09
853,2024.09.02 03:15,BUY,2494.47,2489.65,2501.69,WIN,7.22,9,9,38.2,NO,NO,2024-09
854,2024.09.03 08:45,SELL,2504.34,2508.12,2498.67,WIN,5.67,10,10,52.4,NO,NO,2024-09
855,2024.09.03 09:15,SELL,2502.88,2506.56,2497.36,WIN,5.52,13,14,47.6,NO,NO,2024-09
856,2024.09.03 09:30,SELL,2500.84,2504.43,2495.46,WIN,5.38,10,10,44.6,NO,NO,2024-09
857,2024.09.03 14:00,BUY,2477.74,2467.68,2492.82,WIN,15.08,10,11,33.5,NO,YES,2024-09
858,2024.09.03 14:30,BUY,2478.22,2467.31,2494.58,WIN,16.36,10,11,36.0,NO,YES,2024-09
859,2024.09.03 15:00,BUY,2482.13,2471.41,2498.22,WIN,16.09,13,14,36.4,NO,NO,2024-09
860,2024.09.03 15:15,BUY,2484.15,2473.77,2499.72,LOSS,-10.38,10,10,34.3,NO,NO,2024-09
861,2024.09.03 15:30,BUY,2488.29,2479.19,2501.95,LOSS,-9.10,10,10,31.2,NO,NO,2024-09
862,2024.09.04 08:15,BUY,2477.40,2472.90,2484.15,LOSS,-4.50,10,10,55.1,NO,NO,2024-09
863,2024.09.04 09:00,BUY,2474.29,2468.85,2482.44,WIN,8.15,10,10,66.1,NO,NO,2024-09
864,2024.09.04 09:30,BUY,2481.51,2475.78,2490.11,WIN,8.60,10,10,65.4,NO,NO,2024-09
865,2024.09.04 09:45,BUY,2483.03,2477.10,2491.92,WIN,8.89,10,10,58.0,NO,NO,2024-09
866,2024.09.04 14:45,SELL,2495.93,2503.79,2484.13,LOSS,-7.86,10,11,30.7,NO,YES,2024-09
867,2024.09.05 08:45,SELL,2516.53,2521.84,2508.57,LOSS,-5.31,10,10,58.5,NO,NO,2024-09
868,2024.09.05 09:15,SELL,2516.55,2521.42,2509.24,LOSS,-4.87,10,10,62.6,NO,NO,2024-09
869,2024.09.05 09:45,SELL,2516.11,2520.45,2509.61,LOSS,-4.34,10,10,66.1,NO,NO,2024-09
870,2024.09.05 10:30,SELL,2516.24,2520.42,2509.96,LOSS,-4.18,10,10,51.9,NO,NO,2024-09
871,2024.09.05 11:00,SELL,2515.48,2519.93,2508.81,LOSS,-4.45,10,10,44.0,NO,NO,2024-09
872,2024.09.05 12:45,SELL,2514.73,2519.56,2507.48,LOSS,-4.83,10,11,30.6,NO,YES,2024-09
873,2024.09.06 11:15,SELL,2515.96,2518.77,2511.75,LOSS,-2.81,10,9,19.0,NO,NO,2024-09
874,2024.09.06 12:45,SELL,2514.58,2520.85,2505.17,WIN,9.41,10,11,26.9,NO,YES,2024-09
875,2024.09.06 13:00,SELL,2508.54,2515.83,2497.61,LOSS,-7.29,12,14,28.7,NO,YES,2024-09
876,2024.09.06 16:45,BUY,2490.32,2477.59,2509.41,WIN,12.58,10,10,55.0,NO,NO,2024-09
877,2024.09.06 17:00,BUY,2495.01,2482.73,2513.43,WIN,8.79,10,10,55.0,NO,NO,2024-09
878,2024.09.06 17:15,BUY,2494.04,2481.82,2512.37,WIN,11.28,10,10,50.1,NO,NO,2024-09
879,2024.09.06 17:45,BUY,2494.46,2482.59,2512.27,WIN,11.24,9,9,40.7,NO,NO,2024-09
880,2024.09.06 18:15,BUY,2493.55,2483.48,2508.66,WIN,13.28,9,9,32.5,NO,NO,2024-09
881,2024.09.09 06:00,BUY,2486.26,2483.19,2490.86,WIN,4.60,9,9,43.6,NO,NO,2024-09
882,2024.09.09 06:30,BUY,2489.61,2485.65,2495.55,WIN,5.94,9,9,46.4,NO,NO,2024-09
883,2024.09.10 14:30,BUY,2508.96,2503.51,2517.14,WIN,8.18,13,17,28.4,YES,YES,2024-09
884,2024.09.11 06:15,SELL,2525.05,2527.80,2520.93,WIN,4.12,9,9,37.3,NO,NO,2024-09
885,2024.09.11 07:00,SELL,2527.61,2530.81,2522.81,WIN,4.80,9,9,45.9,NO,NO,2024-09
886,2024.09.11 07:30,SELL,2521.34,2525.02,2515.82,LOSS,-3.68,9,9,45.3,NO,NO,2024-09
887,2024.09.11 08:45,SELL,2523.79,2528.55,2516.65,WIN,7.14,10,10,28.3,NO,NO,2024-09
888,2024.09.11 12:45,BUY,2508.55,2502.64,2517.42,LOSS,-5.91,10,11,35.7,NO,YES,2024-09
889,2024.09.11 13:00,BUY,2507.51,2501.12,2517.10,LOSS,-6.39,10,11,37.9,NO,YES,2024-09
890,2024.09.11 13:45,BUY,2504.23,2496.83,2515.33,WIN,11.10,10,11,39.0,NO,YES,2024-09
891,2024.09.11 14:45,BUY,2513.54,2504.39,2527.27,WIN,13.73,10,11,36.5,NO,YES,2024-09
892,2024.09.12 07:15,BUY,2516.13,2513.60,2519.92,WIN,3.79,9,11,41.7,YES,NO,2024-09
893,2024.09.12 08:00,BUY,2518.89,2516.06,2523.14,LOSS,-2.83,12,15,31.9,YES,NO,2024-09
894,2024.09.12 08:45,BUY,2518.07,2514.90,2522.83,LOSS,-3.17,12,15,29.3,YES,NO,2024-09
895,2024.09.12 09:00,BUY,2516.32,2513.10,2521.14,LOSS,-3.22,12,15,28.6,YES,NO,2024-09
896,2024.09.12 09:30,BUY,2518.71,2515.54,2523.47,LOSS,-3.17,12,15,28.3,YES,NO,2024-09
897,2024.09.12 09:45,BUY,2520.09,2516.99,2524.75,LOSS,-3.11,12,15,30.2,YES,NO,2024-09
898,2024.09.12 11:00,BUY,2515.71,2512.22,2520.95,WIN,5.24,10,13,27.3,YES,NO,2024-09
899,2024.09.12 11:15,BUY,2518.98,2515.42,2524.32,WIN,5.34,13,15,23.9,YES,NO,2024-09
900,2024.09.12 11:30,BUY,2519.43,2515.72,2524.99,WIN,5.56,12,14,22.6,YES,NO,2024-09
901,2024.09.12 11:45,BUY,2519.76,2516.12,2525.22,WIN,5.46,12,14,23.6,YES,NO,2024-09
902,2024.09.12 12:00,BUY,2520.23,2516.62,2525.64,WIN,5.41,12,16,25.4,YES,YES,2024-09
903,2024.09.12 12:15,BUY,2527.51,2523.60,2533.37,WIN,5.86,12,16,28.4,YES,YES,2024-09
904,2024.09.12 12:30,BUY,2528.38,2523.44,2535.79,LOSS,-4.94,12,16,32.3,YES,YES,2024-09
905,2024.09.12 13:45,SELL,2543.22,2553.09,2528.41,LOSS,-9.87,10,11,52.5,NO,YES,2024-09
906,2024.09.12 14:00,SELL,2544.22,2554.66,2528.56,LOSS,-10.44,13,15,55.0,NO,YES,2024-09
907,2024.09.12 15:00,SELL,2553.45,2564.79,2536.44,LOSS,-11.34,10,10,61.1,NO,NO,2024-09
908,2024.09.12 15:30,SELL,2553.15,2564.87,2535.57,LOSS,-11.72,10,10,60.7,NO,NO,2024-09
909,2024.09.12 16:00,SELL,2545.44,2556.65,2528.63,LOSS,-11.21,10,10,55.3,NO,NO,2024-09
910,2024.09.12 17:15,SELL,2552.36,2559.66,2541.40,LOSS,-7.30,10,10,43.7,NO,NO,2024-09
911,2024.09.17 06:45,SELL,2583.65,2587.24,2578.27,WIN,5.38,9,9,34.4,NO,NO,2024-09
912,2024.09.17 16:15,BUY,2564.42,2556.92,2575.67,WIN,11.25,10,10,35.7,NO,NO,2024-09
913,2024.09.17 17:15,BUY,2567.39,2560.55,2577.65,WIN,10.26,10,10,35.9,NO,NO,2024-09
914,2024.09.17 17:30,BUY,2569.82,2563.33,2579.55,WIN,9.73,10,10,31.5,NO,NO,2024-09
915,2024.09.18 10:45,SELL,2576.47,2579.93,2571.28,LOSS,-3.46,10,10,29.8,NO,NO,2024-09
916,2024.09.18 11:45,SELL,2576.16,2579.91,2570.53,WIN,5.63,13,14,42.1,NO,NO,2024-09
917,2024.09.18 12:00,SELL,2575.96,2579.78,2570.22,WIN,5.74,10,11,44.3,NO,YES,2024-09
918,2024.09.18 12:15,SELL,2575.00,2578.84,2569.24,WIN,5.76,10,11,43.5,NO,YES,2024-09
919,2024.09.18 13:15,SELL,2573.13,2577.08,2567.20,WIN,5.93,10,11,34.7,NO,YES,2024-09
920,2024.09.18 13:30,SELL,2571.70,2576.17,2564.99,LOSS,-4.47,12,14,30.7,NO,YES,2024-09
921,2024.09.18 18:30,SELL,2575.57,2585.01,2561.40,WIN,14.17,9,8,20.3,NO,NO,2024-09
922,2024.09.18 18:45,SELL,2566.02,2576.86,2549.77,WIN,16.25,11,8,17.8,NO,NO,2024-09
923,2024.09.18 20:00,BUY,2559.41,2543.44,2583.36,WIN,23.95,9,9,25.7,NO,NO,2024-09
924,2024.09.18 20:15,BUY,2558.00,2541.74,2582.39,WIN,24.39,12,11,23.1,NO,NO,2024-09
925,2024.09.18 20:45,BUY,2557.63,2541.29,2582.14,WIN,24.51,9,8,20.1,NO,NO,2024-09
926,2024.09.18 23:45,BUY,2558.21,2551.79,2567.83,LOSS,-6.42,9,8,20.8,NO,NO,2024-09
927,2024.09.19 00:30,BUY,2558.72,2554.73,2564.70,LOSS,-3.99,9,8,20.6,NO,NO,2024-09
928,2024.09.19 00:45,BUY,2553.90,2550.40,2559.14,WIN,5.24,9,8,18.6,NO,NO,2024-09
929,2024.09.19 01:15,BUY,2552.41,2548.57,2558.17,WIN,5.76,9,8,22.1,NO,NO,2024-09
930,2024.09.19 01:45,BUY,2559.16,2555.06,2565.31,WIN,6.15,9,9,28.1,NO,NO,2024-09
931,2024.09.19 02:00,BUY,2561.30,2556.95,2567.83,WIN,6.53,11,10,24.7,NO,NO,2024-09
932,2024.09.19 09:45,SELL,2590.20,2595.31,2582.54,WIN,7.66,10,10,71.4,NO,NO,2024-09
933,2024.09.19 10:00,SELL,2588.29,2593.40,2580.62,WIN,7.67,13,14,67.6,NO,NO,2024-09
934,2024.09.19 10:15,SELL,2588.00,2593.18,2580.23,WIN,7.77,10,10,61.1,NO,NO,2024-09
935,2024.09.20 16:15,SELL,2624.45,2632.68,2612.10,LOSS,-8.23,10,10,31.4,NO,NO,2024-09
936,2024.09.24 06:00,BUY,2627.07,2622.17,2634.42,WIN,7.35,9,11,31.6,YES,NO,2024-09
937,2024.09.24 07:45,BUY,2627.99,2622.24,2636.62,WIN,8.63,10,9,16.2,YES,NO,2024-09
938,2024.09.24 11:45,BUY,2625.82,2621.29,2632.62,WIN,6.80,10,11,21.6,YES,NO,2024-09
939,2024.09.24 12:15,BUY,2627.58,2622.64,2634.99,WIN,7.41,10,13,19.3,YES,YES,2024-09
940,2024.09.24 12:30,BUY,2632.98,2627.90,2640.60,WIN,7.62,10,10,17.8,YES,YES,2024-09
941,2024.09.24 12:45,BUY,2632.55,2626.98,2640.91,WIN,8.36,12,15,18.5,YES,YES,2024-09
942,2024.09.24 16:45,SELL,2651.75,2659.38,2640.31,LOSS,-7.63,10,10,45.3,NO,NO,2024-09
943,2024.09.24 19:45,SELL,2662.85,2667.74,2655.51,WIN,7.34,9,9,54.6,NO,NO,2024-09
944,2024.09.24 20:30,SELL,2656.80,2660.72,2650.92,LOSS,-3.92,9,9,53.5,NO,NO,2024-09
945,2024.09.25 03:00,SELL,2661.50,2667.02,2653.22,WIN,8.28,9,9,30.8,NO,NO,2024-09
946,2024.09.25 16:45,BUY,2654.98,2648.33,2664.95,WIN,9.97,10,13,48.1,YES,NO,2024-09
947,2024.09.26 11:15,SELL,2682.09,2686.84,2674.97,WIN,7.12,10,10,49.7,NO,NO,2024-09
948,2024.09.26 12:00,SELL,2678.31,2684.51,2669.01,WIN,9.30,10,11,53.9,NO,YES,2024-09
949,2024.09.26 12:30,SELL,2677.13,2684.58,2665.96,WIN,11.17,10,11,45.5,NO,YES,2024-09
950,2024.09.26 13:00,SELL,2667.72,2677.16,2653.56,LOSS,-9.44,12,14,37.0,NO,YES,2024-09
951,2024.09.26 13:15,BUY,2663.45,2653.28,2678.70,LOSS,-10.17,10,14,35.4,YES,YES,2024-09
952,2024.09.26 14:00,BUY,2664.44,2652.61,2682.19,LOSS,-11.83,10,14,31.0,YES,YES,2024-09
953,2024.09.27 12:45,SELL,2669.21,2674.10,2661.87,WIN,7.34,10,10,18.0,NO,YES,2024-09
954,2024.09.27 13:00,SELL,2665.99,2670.95,2658.55,WIN,7.44,13,11,15.7,NO,YES,2024-09
955,2024.09.27 15:15,BUY,2647.40,2638.74,2660.40,WIN,13.00,10,10,35.2,NO,NO,2024-09
956,2024.09.27 15:45,BUY,2650.91,2641.55,2664.95,WIN,14.04,10,10,39.7,NO,NO,2024-09
957,2024.09.27 16:00,BUY,2652.72,2643.67,2666.29,LOSS,-9.05,10,10,41.3,NO,NO,2024-09
958,2024.09.27 16:15,BUY,2652.98,2644.05,2666.38,LOSS,-8.93,10,10,37.0,NO,NO,2024-09
959,2024.09.27 17:45,BUY,2646.79,2638.79,2658.79,WIN,12.00,9,9,35.1,NO,NO,2024-09
960,2024.09.27 18:00,BUY,2645.06,2637.17,2656.89,WIN,11.83,9,9,37.5,NO,NO,2024-09
961,2024.09.27 18:30,BUY,2647.88,2641.23,2657.85,WIN,9.97,9,9,39.3,NO,NO,2024-09
962,2024.09.27 18:45,BUY,2648.36,2642.21,2657.58,WIN,9.22,9,9,35.6,NO,NO,2024-09
963,2024.09.27 19:00,BUY,2649.67,2644.07,2658.07,WIN,8.40,9,9,33.8,NO,NO,2024-09
964,2024.09.29 23:45,SELL,2664.33,2668.23,2658.48,WIN,5.85,9,9,65.5,NO,NO,2024-09
965,2024.09.30 00:15,SELL,2662.90,2666.87,2656.94,WIN,5.96,9,9,69.0,NO,NO,2024-09
966,2024.09.30 00:30,SELL,2661.49,2665.61,2655.30,WIN,6.19,12,13,66.3,NO,NO,2024-09
967,2024.09.30 01:00,SELL,2658.99,2663.46,2652.28,WIN,6.71,9,11,54.3,YES,NO,2024-09
968,2024.09.30 11:00,BUY,2638.31,2632.57,2646.92,LOSS,-5.74,10,10,46.8,NO,NO,2024-09
969,2024.09.30 13:45,BUY,2630.45,2622.98,2641.65,WIN,11.20,10,11,28.7,NO,YES,2024-09
970,2024.09.30 14:30,BUY,2633.20,2625.82,2644.27,LOSS,-7.38,10,11,31.3,NO,YES,2024-09
971,2024.09.30 15:00,BUY,2632.83,2625.34,2644.06,LOSS,-7.49,10,10,27.8,NO,NO,2024-09
972,2024.09.30 18:30,BUY,2631.38,2626.17,2639.20,WIN,7.82,9,8,24.0,NO,NO,2024-09
973,2024.10.01 14:00,SELL,2665.17,2672.88,2653.60,LOSS,-7.71,10,11,31.8,NO,YES,2024-10
974,2024.10.01 14:30,SELL,2658.90,2667.71,2645.68,LOSS,-8.81,10,11,28.2,NO,YES,2024-10
975,2024.10.01 14:45,SELL,2660.37,2669.41,2646.82,LOSS,-9.04,10,10,24.8,NO,YES,2024-10
976,2024.10.01 15:30,SELL,2663.32,2673.17,2648.55,WIN,14.77,10,9,19.5,NO,NO,2024-10
977,2024.10.01 16:45,SELL,2671.05,2681.81,2654.90,WIN,16.15,10,10,25.8,NO,NO,2024-10
978,2024.10.01 17:15,SELL,2665.12,2674.47,2651.09,WIN,14.03,10,10,28.1,NO,NO,2024-10
979,2024.10.01 17:30,SELL,2662.30,2671.57,2648.40,WIN,13.90,10,10,25.1,NO,NO,2024-10
