TradeNum,DateTime,Type,Entry,SL,TP,Result,Profit,BaseScore,FinalScore,ADX,EMA200_Aligned,GoldenHour,Month
1209,2024.12.06 01:15,BUY,2620.82,2616.56,2627.21,LOSS,-4.26,12,13,30.5,NO,NO,2024-12
1210,2024.12.06 01:30,BUY,2617.43,2612.66,2624.59,WIN,7.16,9,9,27.1,NO,NO,2024-12
1211,2024.12.06 02:00,BUY,2621.73,2616.02,2630.29,WIN,8.56,9,8,21.3,NO,NO,2024-12
1212,2024.12.06 02:15,BUY,2624.32,2618.42,2633.17,WIN,8.85,9,8,18.5,NO,NO,2024-12
1213,2024.12.06 02:30,BUY,2625.16,2618.94,2634.49,WIN,9.33,9,8,19.4,NO,NO,2024-12
1214,2024.12.06 09:00,SELL,2642.19,2646.85,2635.20,WIN,6.99,10,10,34.5,NO,NO,2024-12
1215,2024.12.09 00:45,BUY,2642.87,2636.51,2652.41,LOSS,-6.36,9,9,25.7,NO,NO,2024-12
1216,2024.12.09 15:15,SELL,2672.19,2678.61,2662.56,WIN,9.63,13,14,54.7,NO,NO,2024-12
1217,2024.12.09 15:45,SELL,2667.74,2674.59,2657.46,WIN,10.28,10,10,50.1,NO,NO,2024-12
1218,2024.12.09 16:00,SELL,2668.65,2675.54,2658.31,WIN,10.34,10,10,46.4,NO,NO,2024-12
1219,2024.12.10 08:15,BUY,2663.19,2659.09,2669.34,WIN,6.15,10,13,36.4,YES,NO,2024-12
1220,2024.12.10 08:30,BUY,2663.08,2658.74,2669.59,WIN,6.51,10,13,36.0,YES,NO,2024-12
1221,2024.12.10 09:00,BUY,2663.29,2658.82,2669.99,WIN,6.70,10,13,33.5,YES,NO,2024-12
1222,2024.12.10 09:30,BUY,2664.90,2660.57,2671.40,WIN,6.50,10,13,29.8,YES,NO,2024-12
1223,2024.12.10 14:45,SELL,2688.41,2694.47,2679.32,LOSS,-6.06,10,11,37.7,NO,YES,2024-12
1224,2024.12.11 05:30,BUY,2686.78,2678.49,2699.21,WIN,12.43,9,11,37.7,YES,NO,2024-12
1225,2024.12.11 05:45,BUY,2691.54,2682.88,2704.54,WIN,13.00,9,11,33.0,YES,NO,2024-12
1226,2024.12.11 09:15,BUY,2693.45,2685.74,2705.01,WIN,11.56,12,14,22.4,YES,NO,2024-12
1227,2024.12.11 16:30,SELL,2715.13,2723.30,2702.87,LOSS,-8.17,10,10,38.7,NO,NO,2024-12
1228,2024.12.11 17:15,SELL,2717.77,2725.09,2706.79,LOSS,-7.32,10,10,46.6,NO,NO,2024-12
1229,2024.12.11 18:15,SELL,2716.38,2722.55,2707.13,LOSS,-6.17,12,13,48.7,NO,NO,2024-12
1230,2024.12.11 18:30,SELL,2714.04,2719.77,2705.45,LOSS,-5.73,9,9,45.8,NO,NO,2024-12
1231,2024.12.12 01:00,SELL,2714.09,2717.48,2709.01,WIN,5.08,11,11,44.2,NO,NO,2024-12
1232,2024.12.12 07:15,SELL,2717.37,2721.66,2710.93,WIN,6.44,9,9,49.9,NO,NO,2024-12
1233,2024.12.12 14:45,BUY,2682.10,2673.55,2694.92,LOSS,-8.55,10,11,54.2,NO,YES,2024-12
1234,2024.12.12 15:15,BUY,2676.26,2667.16,2689.91,WIN,13.65,10,10,55.7,NO,NO,2024-12
1235,2024.12.12 15:45,BUY,2681.89,2671.48,2697.50,LOSS,-10.41,10,10,58.9,NO,NO,2024-12
1236,2024.12.12 16:00,BUY,2678.72,2668.11,2694.63,LOSS,-10.61,10,10,56.4,NO,NO,2024-12
1237,2024.12.12 16:30,BUY,2683.39,2672.70,2699.42,LOSS,-10.69,10,10,53.6,NO,NO,2024-12
1238,2024.12.12 16:45,BUY,2683.90,2673.73,2699.15,LOSS,-10.17,10,10,49.1,NO,NO,2024-12
1239,2024.12.13 21:00,BUY,2649.05,2645.17,2654.86,LOSS,-3.88,9,9,66.9,NO,NO,2024-12
1240,2024.12.17 11:00,BUY,2638.90,2633.13,2647.56,LOSS,-5.77,10,10,37.4,NO,NO,2024-12
1241,2024.12.18 11:45,SELL,2646.00,2649.29,2641.06,WIN,4.94,12,11,17.8,YES,NO,2024-12
1242,2024.12.18 12:30,SELL,2643.80,2646.80,2639.30,LOSS,-3.00,12,15,21.7,YES,YES,2024-12
1243,2024.12.18 13:30,SELL,2643.77,2647.11,2638.77,WIN,5.00,12,16,28.6,YES,YES,2024-12
1244,2024.12.18 20:00,BUY,2595.86,2587.05,2609.08,LOSS,-8.81,9,9,38.5,NO,NO,2024-12
1245,2024.12.18 20:45,BUY,2594.66,2583.89,2610.82,LOSS,-10.77,9,9,51.1,NO,NO,2024-12
1246,2024.12.18 21:00,BUY,2589.66,2578.72,2606.07,WIN,16.41,9,9,53.0,NO,NO,2024-12
1247,2024.12.18 23:00,BUY,2590.29,2578.06,2608.64,WIN,18.35,9,9,62.2,NO,NO,2024-12
1248,2024.12.18 23:15,BUY,2588.70,2576.24,2607.39,WIN,18.69,9,9,59.3,NO,NO,2024-12
1249,2024.12.19 00:00,BUY,2593.28,2584.10,2607.05,WIN,13.77,9,9,53.9,NO,NO,2024-12
1250,2024.12.19 00:15,BUY,2594.34,2586.14,2606.63,WIN,12.29,9,9,48.3,NO,NO,2024-12
1251,2024.12.19 00:30,BUY,2595.01,2587.05,2606.95,WIN,11.94,9,9,43.4,NO,NO,2024-12
1252,2024.12.19 07:30,SELL,2616.36,2621.94,2607.99,LOSS,-5.58,9,10,22.6,YES,NO,2024-12
1253,2024.12.19 09:15,SELL,2621.15,2627.54,2611.56,WIN,9.59,10,11,22.4,YES,NO,2024-12
1254,2024.12.19 09:45,SELL,2621.40,2627.46,2612.31,WIN,9.09,10,13,27.0,YES,NO,2024-12
1255,2024.12.19 10:45,SELL,2621.32,2627.42,2612.17,WIN,9.15,10,11,21.9,YES,NO,2024-12
1256,2024.12.19 11:15,SELL,2616.66,2622.25,2608.27,WIN,8.39,10,11,19.8,YES,NO,2024-12
1257,2024.12.20 16:00,SELL,2623.06,2630.59,2611.76,LOSS,-7.53,13,14,47.1,NO,NO,2024-12
1258,2024.12.27 07:15,SELL,2635.33,2638.31,2630.86,WIN,4.47,9,8,20.8,NO,NO,2024-12
1259,2024.12.27 07:30,SELL,2633.44,2636.57,2628.74,WIN,4.70,12,11,20.9,NO,NO,2024-12
1260,2024.12.27 14:30,BUY,2615.48,2610.08,2623.59,WIN,8.11,10,11,34.8,NO,YES,2024-12
1261,2024.12.27 15:30,BUY,2617.95,2611.56,2627.54,WIN,9.59,10,10,36.6,NO,NO,2024-12
1262,2024.12.30 03:30,SELL,2626.36,2629.58,2621.53,WIN,4.83,9,8,24.2,NO,NO,2024-12
1263,2024.12.30 03:45,SELL,2623.23,2626.51,2618.32,WIN,4.91,12,11,21.6,NO,NO,2024-12
1264,2024.12.30 13:00,SELL,2621.61,2626.27,2614.62,WIN,6.99,10,14,27.6,YES,YES,2024-12
1265,2024.12.30 13:30,SELL,2606.55,2612.21,2598.06,LOSS,-5.66,12,15,23.8,YES,YES,2024-12
1266,2024.12.30 16:30,BUY,2599.57,2591.14,2612.22,WIN,12.65,10,10,40.8,NO,NO,2024-12
1267,2024.12.30 17:00,BUY,2603.04,2595.52,2614.33,WIN,11.29,10,10,39.0,NO,NO,2024-12
